Substructure,Frequency1
cC(N)C(=O)NC1C(=O)N2CC(C)SC12,1
ccCC(=O)NC1C(=O)N2CC(C)SC12,2
cC(N)C(=O)NCCSC(C)CC(=O)O,1
ccCC(=O)NCCSC(C)CC(=O)O,2
cC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S,1
ccCC(=O)NCC(=O)NC(C(=O)O)C(C)S,2
ccC(N)C(=O)NCC(=O)NCC(C)S,1
cc(c)CC(=O)NCC(=O)NCC(C)S,2
cccCC(=O)NCC(=O)NCC(C)S,2
ccC(N)C(=O)NC1C(=O)NC1SCC,1
cc(c)CC(=O)NC1C(=O)NC1SCC,2
cccCC(=O)NC1C(=O)NC1SCC,2
cc(c)C(N)C(=O)NCCSCC,1
cccC(N)C(=O)NCCSCC,1
ccc(c)CC(=O)NCCSCC,2
CCSCCNC(=O)CccccO,1
cC(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O,1
ccCC(=O)NC1CN(C(CC)C(=O)O)C1=O,2
ccC(N)C(=O)NCC.CCCC(=O)O,1
cc(c)CC(=O)NCC.CCCC(=O)O,2
cccCC(=O)NCC.CCCC(=O)O,2
ccC(N)C(=O)NCC(=O)NC(CC)C(=O)O,1
cc(c)CC(=O)NCC(=O)NC(CC)C(=O)O,2
cccCC(=O)NCC(=O)NC(CC)C(=O)O,2
ccC(N)C(=O)NC1CN(CCC)C1=O,1
cc(c)CC(=O)NC1CN(CCC)C1=O,2
cccCC(=O)NC1CN(CCC)C1=O,2
cc(c)C(N)C(=O)NCC.CCC,1
cccC(N)C(=O)NCC.CCC,1
ccc(c)CC(=O)NCC.CCC,2
CCC.CCNC(=O)CccccO,1
cc(c)C(N)C(=O)NCC(=O)NCCC,1
cccC(N)C(=O)NCC(=O)NCCC,1
ccc(c)CC(=O)NCC(=O)NCCC,2
CCCNC(=O)CNC(=O)CccccO,1
cC(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1
ccCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,2
ccC(N)C(=O)NC1C(=O)N2CCSC12,1
cc(c)CC(=O)NC1C(=O)N2CCSC12,2
cccCC(=O)NC1C(=O)N2CCSC12,2
ccC(N)C(=O)NCCSCCC(=O)O,1
cc(c)CC(=O)NCCSCCC(=O)O,2
cccCC(=O)NCCSCCC(=O)O,2
ccC(N)C(=O)NCC(=O)NC(CS)C(=O)O,1
cc(c)CC(=O)NCC(=O)NC(CS)C(=O)O,2
cccCC(=O)NCC(=O)NC(CS)C(=O)O,2
cc(c)C(N)C(=O)NCC(=O)NCCS,1
cccC(N)C(=O)NCC(=O)NCCS,1
ccc(c)CC(=O)NCC(=O)NCCS,2
O=C(CccccO)NCC(=O)NCCS,1
cc(c)C(N)C(=O)NC1C(=O)NC1SC,2
cccC(N)C(=O)NC1C(=O)NC1SC,2
ccc(c)CC(=O)NC1C(=O)NC1SC,3
CSC1NC(=O)C1NC(=O)CccccO,1
ccc(c)C(N)C(=O)NCCSC,2
CSCCNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCCSC,1
ccc(cc)CC(=O)NCCSC,3
cc(O)cccCC(=O)NCCSC,1
ccC(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1
cc(c)CC(=O)NC1CN(C(C)C(=O)O)C1=O,2
cccCC(=O)NC1CN(C(C)C(=O)O)C1=O,2
cc(c)C(N)C(=O)NCC.CCC(=O)O,1
cccC(N)C(=O)NCC.CCC(=O)O,1
ccc(c)CC(=O)NCC.CCC(=O)O,2
CCNC(=O)CccccO.CCC(=O)O,1
cc(c)C(N)C(=O)NCC(=O)NC(C)C(=O)O,1
cccC(N)C(=O)NCC(=O)NC(C)C(=O)O,1
ccc(c)CC(=O)NCC(=O)NC(C)C(=O)O,2
CC(NC(=O)CNC(=O)CccccO)C(=O)O,1
cc(c)C(N)C(=O)NC1CN(CC)C1=O,1
cccC(N)C(=O)NC1CN(CC)C1=O,1
ccc(c)CC(=O)NC1CN(CC)C1=O,2
CCN1CC(NC(=O)CccccO)C1=O,1
ccc(c)C(N)C(=O)NCC.CC,1
CC.CCNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCC.CC,1
ccc(cc)CC(=O)NCC.CC,2
cc(O)cccCC(=O)NCC.CC,1
ccc(c)C(N)C(=O)NCC(=O)NCC,1
CCNC(=O)CNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCC(=O)NCC,1
ccc(cc)CC(=O)NCC(=O)NCC,2
cc(O)cccCC(=O)NCC(=O)NCC,1
ccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2
cc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1S,3
cccCC(=O)NC1C(=O)N(CC(=O)O)C1S,3
cc(c)C(N)C(=O)NC1C(=O)N(C)C1S,1
cccC(N)C(=O)NC1C(=O)N(C)C1S,1
ccc(c)CC(=O)NC1C(=O)N(C)C1S,2
CN1C(=O)C(NC(=O)CccccO)C1S,1
ccc(c)C(N)C(=O)NC1C(=O)NC1S,2
NC(ccccO)C(=O)NC1C(=O)NC1S,1
cc(cccO)CC(=O)NC1C(=O)NC1S,1
ccc(cc)CC(=O)NC1C(=O)NC1S,3
cc(O)cccCC(=O)NC1C(=O)NC1S,1
cc(c)C(N)C(=O)NCCS.CC(=O)O,1
cccC(N)C(=O)NCCS.CC(=O)O,1
ccc(c)CC(=O)NCCS.CC(=O)O,2
CC(=O)O.O=C(CccccO)NCCS,1
C.ccc(c)C(N)C(=O)NCCS,2
C.NC(ccccO)C(=O)NCCS,1
C.cc(cccO)CC(=O)NCCS,1
C.ccc(cc)CC(=O)NCCS,3
C.cc(O)cccCC(=O)NCCS,1
cc(cccO)C(N)C(=O)NCCS,1
ccc(cc)C(N)C(=O)NCCS,2
cc(O)cccC(N)C(=O)NCCS,1
O=C(Cc1ccc(O)cc1)NCCS,1
cc(c)C(N)C(=O)NC1CN(CC(=O)O)C1=O,2
cccC(N)C(=O)NC1CN(CC(=O)O)C1=O,2
ccc(c)CC(=O)NC1CN(CC(=O)O)C1=O,3
O=C(O)CN1CC(NC(=O)CccccO)C1=O,1
ccc(c)C(N)C(=O)NC1CN(C)C1=O,1
CN1CC(NC(=O)C(N)ccccO)C1=O,1
cc(cccO)CC(=O)NC1CN(C)C1=O,1
ccc(cc)CC(=O)NC1CN(C)C1=O,2
cc(O)cccCC(=O)NC1CN(C)C1=O,1
cc(cccO)C(N)C(=O)NC1CNC1=O,1
ccc(cc)C(N)C(=O)NC1CNC1=O,2
cc(O)cccC(N)C(=O)NC1CNC1=O,1
O=C(Cc1ccc(O)cc1)NC1CNC1=O,1
ccc(c)C(N)C(=O)NCC.CC(=O)O,1
CCNC(=O)C(N)ccccO.CC(=O)O,1
cc(cccO)CC(=O)NCC.CC(=O)O,1
ccc(cc)CC(=O)NCC.CC(=O)O,2
cc(O)cccCC(=O)NCC.CC(=O)O,1
C.cc(cccO)C(N)C(=O)NCC,1
C.ccc(cc)C(N)C(=O)NCC,2
C.cc(O)cccC(N)C(=O)NCC,1
C.CCNC(=O)Cc1ccc(O)cc1,1
CCNC(=O)C(N)c1ccc(O)cc1,1
ccc(c)C(N)C(=O)NCC(=O)NCC(=O)O,2
NC(ccccO)C(=O)NCC(=O)NCC(=O)O,1
cc(cccO)CC(=O)NCC(=O)NCC(=O)O,1
ccc(cc)CC(=O)NCC(=O)NCC(=O)O,3
cc(O)cccCC(=O)NCC(=O)NCC(=O)O,1
cc(cccO)C(N)C(=O)NCC(=O)NC,1
ccc(cc)C(N)C(=O)NCC(=O)NC,1
cc(O)cccC(N)C(=O)NCC(=O)NC,1
CNC(=O)CNC(=O)Cc1ccc(O)cc1,1
NC(=O)CNC(=O)C(N)c1ccc(O)cc1,1
CC1(C)SC2C(NC(=O)CN)C(=O)N2C1C(=O)O,1
cCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2
cC(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1
ccCC(=O)NC1C(=O)N2CC(C)(C)SC12,2
cC(N)C(=O)NCCSC(C)(C)CC(=O)O,1
ccCC(=O)NCCSC(C)(C)CC(=O)O,2
ccC(N)C(=O)NCCSC(C)(C)C,1
cc(c)CC(=O)NCCSC(C)(C)C,2
cccCC(=O)NCCSC(C)(C)C,2
cC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1
ccCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2
ccC(N)C(=O)NCC(=O)NCC(C)(C)S,1
cc(c)CC(=O)NCC(=O)NCC(C)(C)S,2
cccCC(=O)NCC(=O)NCC(C)(C)S,2
ccC(N)C(=O)NC1C(=O)NC1SC(C)C,1
cc(c)CC(=O)NC1C(=O)NC1SC(C)C,2
cccCC(=O)NC1C(=O)NC1SC(C)C,2
cc(c)C(N)C(=O)NCCSC(C)C,1
cccC(N)C(=O)NCCSC(C)C,1
ccc(c)CC(=O)NCCSC(C)C,2
CC(C)SCCNC(=O)CccccO,1
cC(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1
ccCC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,2
ccC(N)C(=O)NCC.CC(C)CC(=O)O,1
cc(c)CC(=O)NCC.CC(C)CC(=O)O,2
cccCC(=O)NCC.CC(C)CC(=O)O,2
ccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1
cc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)C,2
cccCC(=O)NCC(=O)NC(C(=O)O)C(C)C,2
ccC(N)C(=O)NC1CN(CC(C)C)C1=O,1
cc(c)CC(=O)NC1CN(CC(C)C)C1=O,2
cccCC(=O)NC1CN(CC(C)C)C1=O,2
cc(c)C(N)C(=O)NCC.CC(C)C,1
cccC(N)C(=O)NCC.CC(C)C,1
ccc(c)CC(=O)NCC.CC(C)C,2
CCNC(=O)CccccO.CC(C)C,1
cc(c)C(N)C(=O)NCC(=O)NCC(C)C,1
cccC(N)C(=O)NCC(=O)NCC(C)C,1
ccc(c)CC(=O)NCC(=O)NCC(C)C,2
CC(C)CNC(=O)CNC(=O)CccccO,1
cC(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,1
ccCC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,2
ccC(N)C(=O)NC1C(=O)N2CC(C)SC12,1
cc(c)CC(=O)NC1C(=O)N2CC(C)SC12,2
cccCC(=O)NC1C(=O)N2CC(C)SC12,2
ccC(N)C(=O)NCCSC(C)CC(=O)O,1
cc(c)CC(=O)NCCSC(C)CC(=O)O,2
cccCC(=O)NCCSC(C)CC(=O)O,2
ccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S,1
cc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)S,2
cccCC(=O)NCC(=O)NC(C(=O)O)C(C)S,2
cc(c)C(N)C(=O)NCC(=O)NCC(C)S,1
cccC(N)C(=O)NCC(=O)NCC(C)S,1
ccc(c)CC(=O)NCC(=O)NCC(C)S,2
CC(S)CNC(=O)CNC(=O)CccccO,1
cc(c)C(N)C(=O)NC1C(=O)NC1SCC,1
cccC(N)C(=O)NC1C(=O)NC1SCC,1
ccc(c)CC(=O)NC1C(=O)NC1SCC,2
CCSC1NC(=O)C1NC(=O)CccccO,1
ccc(c)C(N)C(=O)NCCSCC,1
CCSCCNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCCSCC,1
ccc(cc)CC(=O)NCCSCC,2
cc(O)cccCC(=O)NCCSCC,1
ccC(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O,1
cc(c)CC(=O)NC1CN(C(CC)C(=O)O)C1=O,2
cccCC(=O)NC1CN(C(CC)C(=O)O)C1=O,2
cc(c)C(N)C(=O)NCC.CCCC(=O)O,1
cccC(N)C(=O)NCC.CCCC(=O)O,1
ccc(c)CC(=O)NCC.CCCC(=O)O,2
CCCC(=O)O.CCNC(=O)CccccO,1
cc(c)C(N)C(=O)NCC(=O)NC(CC)C(=O)O,1
cccC(N)C(=O)NCC(=O)NC(CC)C(=O)O,1
ccc(c)CC(=O)NCC(=O)NC(CC)C(=O)O,2
CCC(NC(=O)CNC(=O)CccccO)C(=O)O,1
cc(c)C(N)C(=O)NC1CN(CCC)C1=O,1
cccC(N)C(=O)NC1CN(CCC)C1=O,1
ccc(c)CC(=O)NC1CN(CCC)C1=O,2
CCCN1CC(NC(=O)CccccO)C1=O,1
ccc(c)C(N)C(=O)NCC.CCC,1
CCC.CCNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCC.CCC,1
ccc(cc)CC(=O)NCC.CCC,2
cc(O)cccCC(=O)NCC.CCC,1
ccc(c)C(N)C(=O)NCC(=O)NCCC,1
CCCNC(=O)CNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCC(=O)NCCC,1
ccc(cc)CC(=O)NCC(=O)NCCC,2
cc(O)cccCC(=O)NCC(=O)NCCC,1
ccC(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1
cc(c)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12,2
cccCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,2
cc(c)C(N)C(=O)NC1C(=O)N2CCSC12,1
cccC(N)C(=O)NC1C(=O)N2CCSC12,1
ccc(c)CC(=O)NC1C(=O)N2CCSC12,2
O=C(CccccO)NC1C(=O)N2CCSC12,1
cc(c)C(N)C(=O)NCCSCCC(=O)O,1
cccC(N)C(=O)NCCSCCC(=O)O,1
ccc(c)CC(=O)NCCSCCC(=O)O,2
O=C(O)CCSCCNC(=O)CccccO,1
cc(c)C(N)C(=O)NCC(=O)NC(CS)C(=O)O,1
cccC(N)C(=O)NCC(=O)NC(CS)C(=O)O,1
ccc(c)CC(=O)NCC(=O)NC(CS)C(=O)O,2
O=C(CccccO)NCC(=O)NC(CS)C(=O)O,1
ccc(c)C(N)C(=O)NCC(=O)NCCS,1
NC(ccccO)C(=O)NCC(=O)NCCS,1
cc(cccO)CC(=O)NCC(=O)NCCS,1
ccc(cc)CC(=O)NCC(=O)NCCS,2
cc(O)cccCC(=O)NCC(=O)NCCS,1
ccc(c)C(N)C(=O)NC1C(=O)NC1SC,2
CSC1NC(=O)C1NC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NC1C(=O)NC1SC,1
ccc(cc)CC(=O)NC1C(=O)NC1SC,3
cc(O)cccCC(=O)NC1C(=O)NC1SC,1
cc(cccO)C(N)C(=O)NCCSC,1
ccc(cc)C(N)C(=O)NCCSC,2
cc(O)cccC(N)C(=O)NCCSC,1
CSCCNC(=O)Cc1ccc(O)cc1,1
cc(c)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1
cccC(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1
ccc(c)CC(=O)NC1CN(C(C)C(=O)O)C1=O,2
CC(C(=O)O)N1CC(NC(=O)CccccO)C1=O,1
ccc(c)C(N)C(=O)NCC.CCC(=O)O,1
CCNC(=O)C(N)ccccO.CCC(=O)O,1
cc(cccO)CC(=O)NCC.CCC(=O)O,1
ccc(cc)CC(=O)NCC.CCC(=O)O,2
cc(O)cccCC(=O)NCC.CCC(=O)O,1
ccc(c)C(N)C(=O)NCC(=O)NC(C)C(=O)O,1
CC(NC(=O)CNC(=O)C(N)ccccO)C(=O)O,1
cc(cccO)CC(=O)NCC(=O)NC(C)C(=O)O,1
ccc(cc)CC(=O)NCC(=O)NC(C)C(=O)O,2
cc(O)cccCC(=O)NCC(=O)NC(C)C(=O)O,1
ccc(c)C(N)C(=O)NC1CN(CC)C1=O,1
CCN1CC(NC(=O)C(N)ccccO)C1=O,1
cc(cccO)CC(=O)NC1CN(CC)C1=O,1
ccc(cc)CC(=O)NC1CN(CC)C1=O,2
cc(O)cccCC(=O)NC1CN(CC)C1=O,1
cc(cccO)C(N)C(=O)NCC.CC,1
ccc(cc)C(N)C(=O)NCC.CC,1
cc(O)cccC(N)C(=O)NCC.CC,1
CC.CCNC(=O)Cc1ccc(O)cc1,1
cc(cccO)C(N)C(=O)NCC(=O)NCC,1
ccc(cc)C(N)C(=O)NCC(=O)NCC,1
cc(O)cccC(N)C(=O)NCC(=O)NCC,1
CCNC(=O)CNC(=O)Cc1ccc(O)cc1,1
cc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2
cccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2
ccc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1S,3
O=C(O)CN1C(=O)C(NC(=O)CccccO)C1S,1
ccc(c)C(N)C(=O)NC1C(=O)N(C)C1S,1
CN1C(=O)C(NC(=O)C(N)ccccO)C1S,1
cc(cccO)CC(=O)NC1C(=O)N(C)C1S,1
ccc(cc)CC(=O)NC1C(=O)N(C)C1S,2
cc(O)cccCC(=O)NC1C(=O)N(C)C1S,1
cc(cccO)C(N)C(=O)NC1C(=O)NC1S,1
ccc(cc)C(N)C(=O)NC1C(=O)NC1S,2
cc(O)cccC(N)C(=O)NC1C(=O)NC1S,1
O=C(Cc1ccc(O)cc1)NC1C(=O)NC1S,1
ccc(c)C(N)C(=O)NCCS.CC(=O)O,1
CC(=O)O.NC(ccccO)C(=O)NCCS,1
cc(cccO)CC(=O)NCCS.CC(=O)O,1
ccc(cc)CC(=O)NCCS.CC(=O)O,2
cc(O)cccCC(=O)NCCS.CC(=O)O,1
C.cc(cccO)C(N)C(=O)NCCS,1
C.ccc(cc)C(N)C(=O)NCCS,2
C.cc(O)cccC(N)C(=O)NCCS,1
C.O=C(Cc1ccc(O)cc1)NCCS,1
NC(C(=O)NCCS)c1ccc(O)cc1,1
ccc(c)C(N)C(=O)NC1CN(CC(=O)O)C1=O,2
NC(ccccO)C(=O)NC1CN(CC(=O)O)C1=O,1
cc(cccO)CC(=O)NC1CN(CC(=O)O)C1=O,1
ccc(cc)CC(=O)NC1CN(CC(=O)O)C1=O,3
cc(O)cccCC(=O)NC1CN(CC(=O)O)C1=O,1
cc(cccO)C(N)C(=O)NC1CN(C)C1=O,1
ccc(cc)C(N)C(=O)NC1CN(C)C1=O,1
cc(O)cccC(N)C(=O)NC1CN(C)C1=O,1
CN1CC(NC(=O)Cc2ccc(O)cc2)C1=O,1
NC(C(=O)NC1CNC1=O)c1ccc(O)cc1,1
cc(cccO)C(N)C(=O)NCC.CC(=O)O,1
ccc(cc)C(N)C(=O)NCC.CC(=O)O,1
cc(O)cccC(N)C(=O)NCC.CC(=O)O,1
CCNC(=O)Cc1ccc(O)cc1.CC(=O)O,1
C.CCNC(=O)C(N)c1ccc(O)cc1,1
cc(cccO)C(N)C(=O)NCC(=O)NCC(=O)O,1
ccc(cc)C(N)C(=O)NCC(=O)NCC(=O)O,2
cc(O)cccC(N)C(=O)NCC(=O)NCC(=O)O,1
O=C(O)CNC(=O)CNC(=O)Cc1ccc(O)cc1,1
CNC(=O)CNC(=O)C(N)c1ccc(O)cc1,1
cC(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1
ccCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2
ccC(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1
cc(c)CC(=O)NC1C(=O)N2CC(C)(C)SC12,2
cccCC(=O)NC1C(=O)N2CC(C)(C)SC12,2
ccC(N)C(=O)NCCSC(C)(C)CC(=O)O,1
cc(c)CC(=O)NCCSC(C)(C)CC(=O)O,2
cccCC(=O)NCCSC(C)(C)CC(=O)O,2
cc(c)C(N)C(=O)NCCSC(C)(C)C,1
cccC(N)C(=O)NCCSC(C)(C)C,1
ccc(c)CC(=O)NCCSC(C)(C)C,2
CC(C)(C)SCCNC(=O)CccccO,1
ccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1
cc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2
cccCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2
cc(c)C(N)C(=O)NCC(=O)NCC(C)(C)S,1
cccC(N)C(=O)NCC(=O)NCC(C)(C)S,1
ccc(c)CC(=O)NCC(=O)NCC(C)(C)S,2
CC(C)(S)CNC(=O)CNC(=O)CccccO,1
cc(c)C(N)C(=O)NC1C(=O)NC1SC(C)C,1
cccC(N)C(=O)NC1C(=O)NC1SC(C)C,1
ccc(c)CC(=O)NC1C(=O)NC1SC(C)C,2
CC(C)SC1NC(=O)C1NC(=O)CccccO,1
ccc(c)C(N)C(=O)NCCSC(C)C,1
CC(C)SCCNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCCSC(C)C,1
ccc(cc)CC(=O)NCCSC(C)C,2
cc(O)cccCC(=O)NCCSC(C)C,1
ccC(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1
cc(c)CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,2
cccCC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,2
cc(c)C(N)C(=O)NCC.CC(C)CC(=O)O,1
cccC(N)C(=O)NCC.CC(C)CC(=O)O,1
ccc(c)CC(=O)NCC.CC(C)CC(=O)O,2
CCNC(=O)CccccO.CC(C)CC(=O)O,1
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1
cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)C,2
CC(C)C(NC(=O)CNC(=O)CccccO)C(=O)O,1
cc(c)C(N)C(=O)NC1CN(CC(C)C)C1=O,1
cccC(N)C(=O)NC1CN(CC(C)C)C1=O,1
ccc(c)CC(=O)NC1CN(CC(C)C)C1=O,2
CC(C)CN1CC(NC(=O)CccccO)C1=O,1
ccc(c)C(N)C(=O)NCC.CC(C)C,1
CCNC(=O)C(N)ccccO.CC(C)C,1
cc(cccO)CC(=O)NCC.CC(C)C,1
ccc(cc)CC(=O)NCC.CC(C)C,2
cc(O)cccCC(=O)NCC.CC(C)C,1
ccc(c)C(N)C(=O)NCC(=O)NCC(C)C,1
CC(C)CNC(=O)CNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCC(=O)NCC(C)C,1
ccc(cc)CC(=O)NCC(=O)NCC(C)C,2
cc(O)cccCC(=O)NCC(=O)NCC(C)C,1
ccC(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,1
cc(c)CC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,2
cccCC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,2
cc(c)C(N)C(=O)NC1C(=O)N2CC(C)SC12,1
cccC(N)C(=O)NC1C(=O)N2CC(C)SC12,1
ccc(c)CC(=O)NC1C(=O)N2CC(C)SC12,2
CC1CN2C(=O)C(NC(=O)CccccO)C2S1,1
cc(c)C(N)C(=O)NCCSC(C)CC(=O)O,1
cccC(N)C(=O)NCCSC(C)CC(=O)O,1
ccc(c)CC(=O)NCCSC(C)CC(=O)O,2
CC(CC(=O)O)SCCNC(=O)CccccO,1
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S,1
cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S,1
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)S,2
CC(S)C(NC(=O)CNC(=O)CccccO)C(=O)O,1
ccc(c)C(N)C(=O)NCC(=O)NCC(C)S,1
CC(S)CNC(=O)CNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCC(=O)NCC(C)S,1
ccc(cc)CC(=O)NCC(=O)NCC(C)S,2
cc(O)cccCC(=O)NCC(=O)NCC(C)S,1
ccc(c)C(N)C(=O)NC1C(=O)NC1SCC,1
CCSC1NC(=O)C1NC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NC1C(=O)NC1SCC,1
ccc(cc)CC(=O)NC1C(=O)NC1SCC,2
cc(O)cccCC(=O)NC1C(=O)NC1SCC,1
cc(cccO)C(N)C(=O)NCCSCC,1
ccc(cc)C(N)C(=O)NCCSCC,1
cc(O)cccC(N)C(=O)NCCSCC,1
CCSCCNC(=O)Cc1ccc(O)cc1,1
cc(c)C(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O,1
cccC(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O,1
ccc(c)CC(=O)NC1CN(C(CC)C(=O)O)C1=O,2
CCC(C(=O)O)N1CC(NC(=O)CccccO)C1=O,1
ccc(c)C(N)C(=O)NCC.CCCC(=O)O,1
CCCC(=O)O.CCNC(=O)C(N)ccccO,1
cc(cccO)CC(=O)NCC.CCCC(=O)O,1
ccc(cc)CC(=O)NCC.CCCC(=O)O,2
cc(O)cccCC(=O)NCC.CCCC(=O)O,1
ccc(c)C(N)C(=O)NCC(=O)NC(CC)C(=O)O,1
CCC(NC(=O)CNC(=O)C(N)ccccO)C(=O)O,1
cc(cccO)CC(=O)NCC(=O)NC(CC)C(=O)O,1
ccc(cc)CC(=O)NCC(=O)NC(CC)C(=O)O,2
cc(O)cccCC(=O)NCC(=O)NC(CC)C(=O)O,1
ccc(c)C(N)C(=O)NC1CN(CCC)C1=O,1
CCCN1CC(NC(=O)C(N)ccccO)C1=O,1
cc(cccO)CC(=O)NC1CN(CCC)C1=O,1
ccc(cc)CC(=O)NC1CN(CCC)C1=O,2
cc(O)cccCC(=O)NC1CN(CCC)C1=O,1
cc(cccO)C(N)C(=O)NCC.CCC,1
ccc(cc)C(N)C(=O)NCC.CCC,1
cc(O)cccC(N)C(=O)NCC.CCC,1
CCC.CCNC(=O)Cc1ccc(O)cc1,1
cc(cccO)C(N)C(=O)NCC(=O)NCCC,1
ccc(cc)C(N)C(=O)NCC(=O)NCCC,1
cc(O)cccC(N)C(=O)NCC(=O)NCCC,1
CCCNC(=O)CNC(=O)Cc1ccc(O)cc1,1
cc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1
cccC(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1
ccc(c)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12,2
O=C(CccccO)NC1C(=O)N2C(C(=O)O)CSC12,1
ccc(c)C(N)C(=O)NC1C(=O)N2CCSC12,1
NC(ccccO)C(=O)NC1C(=O)N2CCSC12,1
cc(cccO)CC(=O)NC1C(=O)N2CCSC12,1
ccc(cc)CC(=O)NC1C(=O)N2CCSC12,2
cc(O)cccCC(=O)NC1C(=O)N2CCSC12,1
ccc(c)C(N)C(=O)NCCSCCC(=O)O,1
NC(ccccO)C(=O)NCCSCCC(=O)O,1
cc(cccO)CC(=O)NCCSCCC(=O)O,1
ccc(cc)CC(=O)NCCSCCC(=O)O,2
cc(O)cccCC(=O)NCCSCCC(=O)O,1
ccc(c)C(N)C(=O)NCC(=O)NC(CS)C(=O)O,1
NC(ccccO)C(=O)NCC(=O)NC(CS)C(=O)O,1
cc(cccO)CC(=O)NCC(=O)NC(CS)C(=O)O,1
ccc(cc)CC(=O)NCC(=O)NC(CS)C(=O)O,2
cc(O)cccCC(=O)NCC(=O)NC(CS)C(=O)O,1
cc(cccO)C(N)C(=O)NCC(=O)NCCS,1
ccc(cc)C(N)C(=O)NCC(=O)NCCS,1
cc(O)cccC(N)C(=O)NCC(=O)NCCS,1
O=C(CNC(=O)Cc1ccc(O)cc1)NCCS,1
cc(cccO)C(N)C(=O)NC1C(=O)NC1SC,1
ccc(cc)C(N)C(=O)NC1C(=O)NC1SC,2
cc(O)cccC(N)C(=O)NC1C(=O)NC1SC,1
CSC1NC(=O)C1NC(=O)Cc1ccc(O)cc1,1
CSCCNC(=O)C(N)c1ccc(O)cc1,1
ccc(c)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1
CC(C(=O)O)N1CC(NC(=O)C(N)ccccO)C1=O,1
cc(cccO)CC(=O)NC1CN(C(C)C(=O)O)C1=O,1
