,Substructure,Frequencyantibacterial,Frequencynot-antibacterial
0,N,2.0,0.0
1,c,3.0,2.0
2,n,2.0,0.0
3,C,4.0,2.0
4,[N+],1.0,0.0
5,O,1.0,0.0
6,[O-],1.0,0.0
7,o,2.0,1.0
8,cN,2.0,0.0
9,cn,2.0,0.0
10,cc,3.0,2.0
11,cC,2.0,1.0
12,C=C,2.0,1.0
13,Cc,2.0,1.0
14,co,2.0,1.0
15,c[N+],1.0,0.0
16,[N+]=O,1.0,0.0
17,[N+][O-],1.0,0.0
18,nn,1.0,0.0
19,ncN,1.0,0.0
20,ncn,1.0,0.0
21,cnc,1.0,0.0
22,cnn,1.0,0.0
23,ccn,2.0,0.0
24,Ccc,2.0,1.0
25,Ccn,2.0,0.0
26,cC=C,1.0,1.0
27,Cco,1.0,1.0
28,ccc,3.0,1.0
29,cco,2.0,1.0
30,coc,1.0,0.0
31,cc[N+],1.0,0.0
32,[N+]co,1.0,0.0
33,c[N+]=O,1.0,0.0
34,c[N+][O-],1.0,0.0
35,O=[N+][O-],1.0,0.0
36,nc(n)N,1.0,0.0
37,cncN,1.0,0.0
38,nncN,1.0,0.0
39,ncnn,1.0,0.0
40,cncn,1.0,0.0
41,ccnc,1.0,0.0
42,cnnc,1.0,0.0
43,Cccn,2.0,0.0
44,nccn,1.0,0.0
45,Cc(c)n,1.0,0.0
46,C=Ccc,1.0,1.0
47,ccnn,1.0,0.0
48,C=Ccn,1.0,0.0
49,Ccnn,1.0,0.0
50,cC=Cc,1.0,0.0
51,C=Cco,1.0,0.0
52,Cccc,2.0,1.0
53,Cc(c)o,1.0,0.0
54,Ccoc,1.0,0.0
55,cccc,3.0,1.0
56,ccco,2.0,0.0
57,ccoc,1.0,0.0
58,coc[N+],1.0,0.0
59,ccc[N+],1.0,0.0
60,cc([N+])o,1.0,0.0
61,cc[N+]=O,1.0,0.0
62,cc[N+][O-],1.0,0.0
63,O=[N+]co,1.0,0.0
64,[O-][N+]co,1.0,0.0
65,c[N+](=O)[O-],1.0,0.0
66,cnc(n)N,1.0,0.0
67,nnc(n)N,1.0,0.0
68,ccncN,1.0,0.0
69,cnncN,1.0,0.0
70,cncnn,1.0,0.0
71,cnncn,1.0,0.0
72,ccncn,1.0,0.0
73,Cccnc,1.0,0.0
74,cnccn,1.0,0.0
75,ccnnc,1.0,0.0
76,Ccnnc,1.0,0.0
77,Cc(n)cn,1.0,0.0
78,C=Cccn,1.0,0.0
79,nccnn,1.0,0.0
80,C=Cc(c)n,1.0,0.0
81,Cc(c)nn,1.0,0.0
82,cC=Ccc,1.0,0.0
83,cC=Ccn,1.0,0.0
84,C=Ccnn,1.0,0.0
85,cC=Cco,1.0,0.0
86,C=Cccc,1.0,1.0
87,C=Cc(c)o,1.0,0.0
88,C=Ccoc,1.0,0.0
89,Ccccc,1.0,1.0
90,Cc(o)cc,1.0,0.0
91,Cc(c)oc,1.0,0.0
92,Ccocc,1.0,0.0
93,Ccoc[N+],1.0,0.0
94,cccc[N+],1.0,0.0
95,c1ccoc1,1.0,0.0
96,ccoc[N+],1.0,0.0
97,coc(c)[N+],1.0,0.0
98,coc[N+]=O,1.0,0.0
99,coc[N+][O-],1.0,0.0
100,ccc([N+])o,1.0,0.0
101,ccc[N+]=O,1.0,0.0
102,ccc[N+][O-],1.0,0.0
103,cc(o)[N+]=O,1.0,0.0
104,cc(o)[N+][O-],1.0,0.0
105,cc[N+](=O)[O-],1.0,0.0
106,O=[N+]([O-])co,1.0,0.0
107,ccnc(n)N,1.0,0.0
108,cnc(N)nn,1.0,0.0
109,cnnc(n)N,1.0,0.0
110,CccncN,1.0,0.0
111,nccncN,1.0,0.0
112,ccnncN,1.0,0.0
113,CcnncN,1.0,0.0
114,c1cnncn1,1.0,0.0
115,Ccnncn,1.0,0.0
116,Cccncn,1.0,0.0
117,Cc(n)cnc,1.0,0.0
118,C=Cccnc,1.0,0.0
119,Cc(c)nnc,1.0,0.0
120,C=Ccnnc,1.0,0.0
121,C=Cc(n)cn,1.0,0.0
122,Cc(cn)nn,1.0,0.0
123,cC=Cccn,1.0,0.0
124,cC=Cc(c)n,1.0,0.0
125,C=Cc(c)nn,1.0,0.0
126,ccC=Ccc,1.0,0.0
127,ccC=Cco,1.0,0.0
128,ccC=Ccn,1.0,0.0
129,ncC=Cco,1.0,0.0
130,cC=Ccnn,1.0,0.0
131,cC=Cc(c)o,1.0,0.0
132,cC=Cccc,1.0,0.0
133,cC=Ccoc,1.0,0.0
134,C=Cc(o)cc,1.0,0.0
135,C=Ccccc,1.0,1.0
136,C=Cc(c)oc,1.0,0.0
137,C=Ccocc,1.0,0.0
138,C=Ccoc[N+],1.0,0.0
139,Cc1ccco1,1.0,0.0
140,Ccccc[N+],1.0,0.0
141,Cc(c)oc[N+],1.0,0.0
142,Ccoc(c)[N+],1.0,0.0
143,Ccoc[N+]=O,1.0,0.0
144,Ccoc[N+][O-],1.0,0.0
145,[N+]c1ccco1,1.0,0.0
146,cccc[N+]=O,1.0,0.0
147,cccc[N+][O-],1.0,0.0
148,ccoc[N+]=O,1.0,0.0
149,ccoc[N+][O-],1.0,0.0
150,coc(c)[N+]=O,1.0,0.0
151,coc(c)[N+][O-],1.0,0.0
152,coc[N+](=O)[O-],1.0,0.0
153,ccc(o)[N+]=O,1.0,0.0
154,ccc(o)[N+][O-],1.0,0.0
155,ccc[N+](=O)[O-],1.0,0.0
156,cc(o)[N+](=O)[O-],1.0,0.0
157,Nc1nccnn1,1.0,0.0
158,Cccnc(n)N,1.0,0.0
159,Ccnnc(n)N,1.0,0.0
160,Cc(n)cncN,1.0,0.0
161,C=CccncN,1.0,0.0
162,Cc(c)nncN,1.0,0.0
163,C=CcnncN,1.0,0.0
164,Cc1cncnn1,1.0,0.0
165,C=Ccnncn,1.0,0.0
166,C=Cccncn,1.0,0.0
167,C=Cc(n)cnc,1.0,0.0
168,cC=Cccnc,1.0,0.0
169,C=Cc(c)nnc,1.0,0.0
170,cC=Ccnnc,1.0,0.0
171,cC=Cc(n)cn,1.0,0.0
172,C=Cc(cn)nn,1.0,0.0
173,ccC=Cccn,1.0,0.0
174,nccC=Cco,1.0,0.0
175,ccC=Cc(c)n,1.0,0.0
176,cc(n)C=Cco,1.0,0.0
177,cC=Cc(c)nn,1.0,0.0
178,ccC=Cc(c)o,1.0,0.0
179,ccC=Cccc,1.0,0.0
180,ccC=Ccoc,1.0,0.0
181,cc(o)C=Ccn,1.0,0.0
182,cccC=Ccn,1.0,0.0
183,ccC=Ccnn,1.0,0.0
184,cocC=Ccn,1.0,0.0
185,nncC=Cco,1.0,0.0
186,cC=Cc(o)cc,1.0,0.0
187,cC=Cc(c)oc,1.0,0.0
188,cC=Ccccc,1.0,0.0
189,cC=Ccocc,1.0,0.0
190,cC=Ccoc[N+],1.0,0.0
191,C=Cc1ccco1,1.0,0.0
192,C=Ccccc[N+],1.0,0.0
193,C=Cc(c)oc[N+],1.0,0.0
194,C=Ccoc(c)[N+],1.0,0.0
195,C=Ccoc[N+]=O,1.0,0.0
196,C=Ccoc[N+][O-],1.0,0.0
197,Cc1ccc([N+])o1,1.0,0.0
198,Ccccc[N+]=O,1.0,0.0
199,Ccccc[N+][O-],1.0,0.0
200,Cc(c)oc[N+]=O,1.0,0.0
201,Cc(c)oc[N+][O-],1.0,0.0
202,Ccoc(c)[N+]=O,1.0,0.0
203,Ccoc(c)[N+][O-],1.0,0.0
204,Ccoc[N+](=O)[O-],1.0,0.0
205,O=[N+]c1ccco1,1.0,0.0
206,[O-][N+]c1ccco1,1.0,0.0
207,cccc[N+](=O)[O-],1.0,0.0
208,ccoc[N+](=O)[O-],1.0,0.0
209,coc(c)[N+](=O)[O-],1.0,0.0
210,ccc(o)[N+](=O)[O-],1.0,0.0
211,Cc1cnc(N)nn1,1.0,0.0
212,C=Cccnc(n)N,1.0,0.0
213,C=Ccnnc(n)N,1.0,0.0
214,C=Cc(n)cncN,1.0,0.0
215,cC=CccncN,1.0,0.0
216,C=Cc(c)nncN,1.0,0.0
217,cC=CcnncN,1.0,0.0
218,C=Cc1cncnn1,1.0,0.0
219,cC=Ccnncn,1.0,0.0
220,cC=Cccncn,1.0,0.0
221,cC=Cc(n)cnc,1.0,0.0
222,ccC=Cccnc,1.0,0.0
223,cnccC=Cco,1.0,0.0
224,cC=Cc(c)nnc,1.0,0.0
225,ccC=Ccnnc,1.0,0.0
226,cnncC=Cco,1.0,0.0
227,ccC=Cc(n)cn,1.0,0.0
228,ncc(n)C=Cco,1.0,0.0
229,cC=Cc(cn)nn,1.0,0.0
230,cc(o)C=Cccn,1.0,0.0
231,cccC=Cccn,1.0,0.0
232,cocC=Cccn,1.0,0.0
233,cc(n)C=Cc(c)o,1.0,0.0
234,cccC=Cc(c)n,1.0,0.0
235,ccC=Cc(c)nn,1.0,0.0
236,cocC=Cc(c)n,1.0,0.0
237,cc(C=Cco)nn,1.0,0.0
238,ccC=Cc(o)cc,1.0,0.0
239,ccC=Cc(c)oc,1.0,0.0
240,ccC=Ccccc,1.0,0.0
241,ccC=Ccocc,1.0,0.0
242,ccC=Ccoc[N+],1.0,0.0
243,ccc(o)C=Ccn,1.0,0.0
244,coc(c)C=Ccn,1.0,0.0
245,cc(o)C=Ccnn,1.0,0.0
246,ccccC=Ccn,1.0,0.0
247,cccC=Ccnn,1.0,0.0
248,ccocC=Ccn,1.0,0.0
249,ncC=Ccoc[N+],1.0,0.0
250,cocC=Ccnn,1.0,0.0
251,cC=Cc1ccco1,1.0,0.0
252,cC=Cc(c)oc[N+],1.0,0.0
253,cC=Ccccc[N+],1.0,0.0
254,cC=Ccoc(c)[N+],1.0,0.0
255,cC=Ccoc[N+]=O,1.0,0.0
256,cC=Ccoc[N+][O-],1.0,0.0
257,C=Cc1ccc([N+])o1,1.0,0.0
258,C=Ccccc[N+]=O,1.0,0.0
259,C=Ccccc[N+][O-],1.0,0.0
260,C=Cc(c)oc[N+]=O,1.0,0.0
261,C=Cc(c)oc[N+][O-],1.0,0.0
262,C=Ccoc(c)[N+]=O,1.0,0.0
263,C=Ccoc(c)[N+][O-],1.0,0.0
264,C=Ccoc[N+](=O)[O-],1.0,0.0
265,Cc1ccc([N+]=O)o1,1.0,0.0
266,Cc1ccc([N+][O-])o1,1.0,0.0
267,Ccccc[N+](=O)[O-],1.0,0.0
268,Cc(c)oc[N+](=O)[O-],1.0,0.0
269,Ccoc(c)[N+](=O)[O-],1.0,0.0
270,O=[N+]([O-])c1ccco1,1.0,0.0
271,C=Cc1cnc(N)nn1,1.0,0.0
272,cC=Cccnc(n)N,1.0,0.0
273,cC=Ccnnc(n)N,1.0,0.0
274,cC=Cc(n)cncN,1.0,0.0
275,ccC=CccncN,1.0,0.0
276,NcnccC=Cco,1.0,0.0
277,cC=Cc(c)nncN,1.0,0.0
278,ccC=CcnncN,1.0,0.0
279,NcnncC=Cco,1.0,0.0
280,cC=Cc1cncnn1,1.0,0.0
281,ccC=Ccnncn,1.0,0.0
282,ncnncC=Cco,1.0,0.0
283,ccC=Cccncn,1.0,0.0
284,ncnccC=Cco,1.0,0.0
285,ccC=Cc(n)cnc,1.0,0.0
286,cncc(n)C=Cco,1.0,0.0
287,cnccC=Cc(c)o,1.0,0.0
288,cccC=Cccnc,1.0,0.0
289,cnccC=Ccoc,1.0,0.0
290,ccC=Cc(c)nnc,1.0,0.0
291,cnnc(c)C=Cco,1.0,0.0
292,cnncC=Cc(c)o,1.0,0.0
293,cccC=Ccnnc,1.0,0.0
294,cnncC=Ccoc,1.0,0.0
295,cc(o)C=Cc(n)cn,1.0,0.0
296,cccC=Cc(n)cn,1.0,0.0
297,ccC=Cc(cn)nn,1.0,0.0
298,cocC=Cc(n)cn,1.0,0.0
299,ncc(C=Cco)nn,1.0,0.0
300,ccc(o)C=Cccn,1.0,0.0
301,coc(c)C=Cccn,1.0,0.0
302,ccccC=Cccn,1.0,0.0
303,ccocC=Cccn,1.0,0.0
304,nccC=Ccoc[N+],1.0,0.0
305,ccc(o)C=Cc(c)n,1.0,0.0
306,coc(c)C=Cc(c)n,1.0,0.0
307,cc(o)C=Cc(c)nn,1.0,0.0
308,ccccC=Cc(c)n,1.0,0.0
309,cccC=Cc(c)nn,1.0,0.0
310,ccocC=Cc(c)n,1.0,0.0
311,cc(n)C=Ccoc[N+],1.0,0.0
312,cocC=Cc(c)nn,1.0,0.0
313,ccC=Cc1ccco1,1.0,0.0
314,ccC=Cc(c)oc[N+],1.0,0.0
315,ccC=Ccccc[N+],1.0,0.0
316,ccC=Ccoc(c)[N+],1.0,0.0
317,ccC=Ccoc[N+]=O,1.0,0.0
318,ccC=Ccoc[N+][O-],1.0,0.0
319,ncC=Cc1ccco1,1.0,0.0
320,ccc(o)C=Ccnn,1.0,0.0
321,cc(C=Ccn)oc[N+],1.0,0.0
322,coc(c)C=Ccnn,1.0,0.0
323,ncC=Ccccc[N+],1.0,0.0
324,ccccC=Ccnn,1.0,0.0
325,cc([N+])ocC=Ccn,1.0,0.0
326,ccocC=Ccnn,1.0,0.0
327,ncC=Ccoc[N+]=O,1.0,0.0
328,ncC=Ccoc[N+][O-],1.0,0.0
329,nncC=Ccoc[N+],1.0,0.0
330,cC=Cc1ccc([N+])o1,1.0,0.0
331,cC=Cc(c)oc[N+]=O,1.0,0.0
332,cC=Cc(c)oc[N+][O-],1.0,0.0
333,cC=Ccccc[N+]=O,1.0,0.0
334,cC=Ccccc[N+][O-],1.0,0.0
335,cC=Ccoc(c)[N+]=O,1.0,0.0
336,cC=Ccoc(c)[N+][O-],1.0,0.0
337,cC=Ccoc[N+](=O)[O-],1.0,0.0
338,C=Cc1ccc([N+]=O)o1,1.0,0.0
339,C=Cc1ccc([N+][O-])o1,1.0,0.0
340,C=Ccccc[N+](=O)[O-],1.0,0.0
341,C=Cc(c)oc[N+](=O)[O-],1.0,0.0
342,C=Ccoc(c)[N+](=O)[O-],1.0,0.0
343,Cc1ccc([N+](=O)[O-])o1,1.0,0.0
344,cC=Cc1cnc(N)nn1,1.0,0.0
345,ccC=Cccnc(n)N,1.0,0.0
346,nc(N)nccC=Cco,1.0,0.0
347,ccC=Ccnnc(n)N,1.0,0.0
348,nc(N)nncC=Cco,1.0,0.0
349,ccC=Cc(n)cncN,1.0,0.0
350,nc(C=Cco)cncN,1.0,0.0
351,cc(o)C=CccncN,1.0,0.0
352,cccC=CccncN,1.0,0.0
353,cocC=CccncN,1.0,0.0
354,ccC=Cc(c)nncN,1.0,0.0
355,cc(C=Cco)nncN,1.0,0.0
356,cc(o)C=CcnncN,1.0,0.0
357,cccC=CcnncN,1.0,0.0
358,cocC=CcnncN,1.0,0.0
359,ccC=Cc1cncnn1,1.0,0.0
360,ocC=Cc1cncnn1,1.0,0.0
361,cc(o)C=Ccnncn,1.0,0.0
362,cccC=Ccnncn,1.0,0.0
363,cocC=Ccnncn,1.0,0.0
364,cc(o)C=Cccncn,1.0,0.0
365,cccC=Cccncn,1.0,0.0
366,cocC=Cccncn,1.0,0.0
367,cncc(n)C=Cc(c)o,1.0,0.0
368,cccC=Cc(n)cnc,1.0,0.0
369,cncc(n)C=Ccoc,1.0,0.0
370,ccc(o)C=Cccnc,1.0,0.0
371,cnccC=Cc(c)oc,1.0,0.0
372,ccccC=Cccnc,1.0,0.0
373,ccocC=Cccnc,1.0,0.0
374,cnccC=Ccoc[N+],1.0,0.0
375,cnnc(c)C=Cc(c)o,1.0,0.0
376,cccC=Cc(c)nnc,1.0,0.0
377,cnnc(c)C=Ccoc,1.0,0.0
378,ccc(o)C=Ccnnc,1.0,0.0
379,cnncC=Cc(c)oc,1.0,0.0
380,ccccC=Ccnnc,1.0,0.0
381,ccocC=Ccnnc,1.0,0.0
382,cnncC=Ccoc[N+],1.0,0.0
383,ccc(o)C=Cc(n)cn,1.0,0.0
384,coc(c)C=Cc(n)cn,1.0,0.0
385,cc(o)C=Cc(cn)nn,1.0,0.0
386,ccccC=Cc(n)cn,1.0,0.0
387,cccC=Cc(cn)nn,1.0,0.0
388,ccocC=Cc(n)cn,1.0,0.0
389,ncc(n)C=Ccoc[N+],1.0,0.0
390,cocC=Cc(cn)nn,1.0,0.0
391,nccC=Cc1ccco1,1.0,0.0
392,cc(C=Cccn)oc[N+],1.0,0.0
393,nccC=Ccccc[N+],1.0,0.0
394,cc([N+])ocC=Cccn,1.0,0.0
395,nccC=Ccoc[N+]=O,1.0,0.0
396,nccC=Ccoc[N+][O-],1.0,0.0
397,cc(n)C=Cc1ccco1,1.0,0.0
398,ccc(o)C=Cc(c)nn,1.0,0.0
399,cc(n)C=Cc(c)oc[N+],1.0,0.0
400,coc(c)C=Cc(c)nn,1.0,0.0
401,cc(n)C=Ccccc[N+],1.0,0.0
402,ccccC=Cc(c)nn,1.0,0.0
403,cc(n)C=Ccoc(c)[N+],1.0,0.0
404,ccocC=Cc(c)nn,1.0,0.0
405,cc(n)C=Ccoc[N+]=O,1.0,0.0
406,cc(n)C=Ccoc[N+][O-],1.0,0.0
407,cc(C=Ccoc[N+])nn,1.0,0.0
408,ccC=Cc1ccc([N+])o1,1.0,0.0
409,ccC=Cc(c)oc[N+]=O,1.0,0.0
410,ccC=Cc(c)oc[N+][O-],1.0,0.0
411,ccC=Ccccc[N+]=O,1.0,0.0
412,ccC=Ccccc[N+][O-],1.0,0.0
413,ccC=Ccoc(c)[N+]=O,1.0,0.0
414,ccC=Ccoc(c)[N+][O-],1.0,0.0
415,ccC=Ccoc[N+](=O)[O-],1.0,0.0
416,ncC=Cc1ccc([N+])o1,1.0,0.0
417,nncC=Cc1ccco1,1.0,0.0
418,cc(C=Ccn)oc[N+]=O,1.0,0.0
419,cc(C=Ccn)oc[N+][O-],1.0,0.0
420,cc(C=Ccnn)oc[N+],1.0,0.0
421,ncC=Ccccc[N+]=O,1.0,0.0
422,ncC=Ccccc[N+][O-],1.0,0.0
423,nncC=Ccccc[N+],1.0,0.0
424,cc([N+]=O)ocC=Ccn,1.0,0.0
425,cc([N+][O-])ocC=Ccn,1.0,0.0
426,cc([N+])ocC=Ccnn,1.0,0.0
427,ncC=Ccoc[N+](=O)[O-],1.0,0.0
428,nncC=Ccoc[N+]=O,1.0,0.0
429,nncC=Ccoc[N+][O-],1.0,0.0
430,cC=Cc1ccc([N+]=O)o1,1.0,0.0
431,cC=Cc1ccc([N+][O-])o1,1.0,0.0
432,cC=Cc(c)oc[N+](=O)[O-],1.0,0.0
433,cC=Ccccc[N+](=O)[O-],1.0,0.0
434,cC=Ccoc(c)[N+](=O)[O-],1.0,0.0
435,C=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
436,ccC=Cc1cnc(N)nn1,1.0,0.0
437,Nc1ncc(C=Cco)nn1,1.0,0.0
438,cc(o)C=Cccnc(n)N,1.0,0.0
439,cccC=Cccnc(n)N,1.0,0.0
440,cocC=Cccnc(n)N,1.0,0.0
441,cc(o)C=Ccnnc(n)N,1.0,0.0
442,cccC=Ccnnc(n)N,1.0,0.0
443,cocC=Ccnnc(n)N,1.0,0.0
444,cc(o)C=Cc(n)cncN,1.0,0.0
445,cccC=Cc(n)cncN,1.0,0.0
446,cocC=Cc(n)cncN,1.0,0.0
447,ccc(o)C=CccncN,1.0,0.0
448,coc(c)C=CccncN,1.0,0.0
449,ccccC=CccncN,1.0,0.0
450,ccocC=CccncN,1.0,0.0
451,NcnccC=Ccoc[N+],1.0,0.0
452,cc(o)C=Cc(c)nncN,1.0,0.0
453,cccC=Cc(c)nncN,1.0,0.0
454,cocC=Cc(c)nncN,1.0,0.0
455,ccc(o)C=CcnncN,1.0,0.0
456,coc(c)C=CcnncN,1.0,0.0
457,ccccC=CcnncN,1.0,0.0
458,ccocC=CcnncN,1.0,0.0
459,NcnncC=Ccoc[N+],1.0,0.0
460,cc(o)C=Cc1cncnn1,1.0,0.0
461,cccC=Cc1cncnn1,1.0,0.0
462,cocC=Cc1cncnn1,1.0,0.0
463,ccc(o)C=Ccnncn,1.0,0.0
464,coc(c)C=Ccnncn,1.0,0.0
465,ccccC=Ccnncn,1.0,0.0
466,ccocC=Ccnncn,1.0,0.0
467,ncnncC=Ccoc[N+],1.0,0.0
468,ccc(o)C=Cccncn,1.0,0.0
469,coc(c)C=Cccncn,1.0,0.0
470,ccccC=Cccncn,1.0,0.0
471,ccocC=Cccncn,1.0,0.0
472,ncnccC=Ccoc[N+],1.0,0.0
473,ccc(o)C=Cc(n)cnc,1.0,0.0
474,cncc(n)C=Cc(c)oc,1.0,0.0
475,ccccC=Cc(n)cnc,1.0,0.0
476,ccocC=Cc(n)cnc,1.0,0.0
477,cncc(n)C=Ccoc[N+],1.0,0.0
478,cnccC=Cc1ccco1,1.0,0.0
479,cnccC=Cc(c)oc[N+],1.0,0.0
480,cnccC=Ccccc[N+],1.0,0.0
481,cnccC=Ccoc(c)[N+],1.0,0.0
482,cnccC=Ccoc[N+]=O,1.0,0.0
483,cnccC=Ccoc[N+][O-],1.0,0.0
484,ccc(o)C=Cc(c)nnc,1.0,0.0
485,cnnc(c)C=Cc(c)oc,1.0,0.0
486,ccccC=Cc(c)nnc,1.0,0.0
487,ccocC=Cc(c)nnc,1.0,0.0
488,cnnc(c)C=Ccoc[N+],1.0,0.0
489,cnncC=Cc1ccco1,1.0,0.0
490,cnncC=Cc(c)oc[N+],1.0,0.0
491,cnncC=Ccccc[N+],1.0,0.0
492,cnncC=Ccoc(c)[N+],1.0,0.0
493,cnncC=Ccoc[N+]=O,1.0,0.0
494,cnncC=Ccoc[N+][O-],1.0,0.0
495,ncc(n)C=Cc1ccco1,1.0,0.0
496,ccc(o)C=Cc(cn)nn,1.0,0.0
497,cc(C=Cc(n)cn)oc[N+],1.0,0.0
498,coc(c)C=Cc(cn)nn,1.0,0.0
499,ncc(n)C=Ccccc[N+],1.0,0.0
500,ccccC=Cc(cn)nn,1.0,0.0
501,cc([N+])ocC=Cc(n)cn,1.0,0.0
502,ccocC=Cc(cn)nn,1.0,0.0
503,ncc(n)C=Ccoc[N+]=O,1.0,0.0
504,ncc(n)C=Ccoc[N+][O-],1.0,0.0
505,ncc(C=Ccoc[N+])nn,1.0,0.0
506,nccC=Cc1ccc([N+])o1,1.0,0.0
507,cc(C=Cccn)oc[N+]=O,1.0,0.0
508,cc(C=Cccn)oc[N+][O-],1.0,0.0
509,nccC=Ccccc[N+]=O,1.0,0.0
510,nccC=Ccccc[N+][O-],1.0,0.0
511,cc([N+]=O)ocC=Cccn,1.0,0.0
512,cc([N+][O-])ocC=Cccn,1.0,0.0
513,nccC=Ccoc[N+](=O)[O-],1.0,0.0
514,cc(n)C=Cc1ccc([N+])o1,1.0,0.0
515,cc(C=Cc1ccco1)nn,1.0,0.0
516,cc(n)C=Cc(c)oc[N+]=O,1.0,0.0
517,cc(n)C=Cc(c)oc[N+][O-],1.0,0.0
518,cc(C=Cc(c)oc[N+])nn,1.0,0.0
519,cc(n)C=Ccccc[N+]=O,1.0,0.0
520,cc(n)C=Ccccc[N+][O-],1.0,0.0
521,cc(C=Ccccc[N+])nn,1.0,0.0
522,cc(n)C=Ccoc(c)[N+]=O,1.0,0.0
523,cc(n)C=Ccoc(c)[N+][O-],1.0,0.0
524,cc(C=Ccoc(c)[N+])nn,1.0,0.0
525,cc(n)C=Ccoc[N+](=O)[O-],1.0,0.0
526,cc(C=Ccoc[N+]=O)nn,1.0,0.0
527,cc(C=Ccoc[N+][O-])nn,1.0,0.0
528,ccC=Cc1ccc([N+]=O)o1,1.0,0.0
529,ccC=Cc1ccc([N+][O-])o1,1.0,0.0
530,ccC=Cc(c)oc[N+](=O)[O-],1.0,0.0
531,ccC=Ccccc[N+](=O)[O-],1.0,0.0
532,ccC=Ccoc(c)[N+](=O)[O-],1.0,0.0
533,ncC=Cc1ccc([N+]=O)o1,1.0,0.0
534,ncC=Cc1ccc([N+][O-])o1,1.0,0.0
535,nncC=Cc1ccc([N+])o1,1.0,0.0
536,cc(C=Ccn)oc[N+](=O)[O-],1.0,0.0
537,cc(C=Ccnn)oc[N+]=O,1.0,0.0
538,cc(C=Ccnn)oc[N+][O-],1.0,0.0
539,ncC=Ccccc[N+](=O)[O-],1.0,0.0
540,nncC=Ccccc[N+]=O,1.0,0.0
541,nncC=Ccccc[N+][O-],1.0,0.0
542,cc(ocC=Ccn)[N+](=O)[O-],1.0,0.0
543,cc([N+]=O)ocC=Ccnn,1.0,0.0
544,cc([N+][O-])ocC=Ccnn,1.0,0.0
545,nncC=Ccoc[N+](=O)[O-],1.0,0.0
546,cC=Cc1ccc([N+](=O)[O-])o1,1.0,0.0
547,cc(o)C=Cc1cnc(N)nn1,1.0,0.0
548,cccC=Cc1cnc(N)nn1,1.0,0.0
549,cocC=Cc1cnc(N)nn1,1.0,0.0
550,ccc(o)C=Cccnc(n)N,1.0,0.0
551,coc(c)C=Cccnc(n)N,1.0,0.0
552,ccccC=Cccnc(n)N,1.0,0.0
553,ccocC=Cccnc(n)N,1.0,0.0
554,nc(N)nccC=Ccoc[N+],1.0,0.0
555,ccc(o)C=Ccnnc(n)N,1.0,0.0
556,coc(c)C=Ccnnc(n)N,1.0,0.0
557,ccccC=Ccnnc(n)N,1.0,0.0
558,ccocC=Ccnnc(n)N,1.0,0.0
559,nc(N)nncC=Ccoc[N+],1.0,0.0
560,ccc(o)C=Cc(n)cncN,1.0,0.0
561,coc(c)C=Cc(n)cncN,1.0,0.0
562,ccccC=Cc(n)cncN,1.0,0.0
563,ccocC=Cc(n)cncN,1.0,0.0
564,nc(C=Ccoc[N+])cncN,1.0,0.0
565,NcnccC=Cc1ccco1,1.0,0.0
566,cc(C=CccncN)oc[N+],1.0,0.0
567,NcnccC=Ccccc[N+],1.0,0.0
568,cc([N+])ocC=CccncN,1.0,0.0
569,NcnccC=Ccoc[N+]=O,1.0,0.0
570,NcnccC=Ccoc[N+][O-],1.0,0.0
571,ccc(o)C=Cc(c)nncN,1.0,0.0
572,coc(c)C=Cc(c)nncN,1.0,0.0
573,ccccC=Cc(c)nncN,1.0,0.0
574,ccocC=Cc(c)nncN,1.0,0.0
575,cc(C=Ccoc[N+])nncN,1.0,0.0
576,NcnncC=Cc1ccco1,1.0,0.0
577,cc(C=CcnncN)oc[N+],1.0,0.0
578,NcnncC=Ccccc[N+],1.0,0.0
579,cc([N+])ocC=CcnncN,1.0,0.0
580,NcnncC=Ccoc[N+]=O,1.0,0.0
581,NcnncC=Ccoc[N+][O-],1.0,0.0
582,ccc(o)C=Cc1cncnn1,1.0,0.0
583,coc(c)C=Cc1cncnn1,1.0,0.0
584,ccccC=Cc1cncnn1,1.0,0.0
585,ccocC=Cc1cncnn1,1.0,0.0
586,[N+]cocC=Cc1cncnn1,1.0,0.0
587,ncnncC=Cc1ccco1,1.0,0.0
588,cc(C=Ccnncn)oc[N+],1.0,0.0
589,ncnncC=Ccccc[N+],1.0,0.0
590,cc([N+])ocC=Ccnncn,1.0,0.0
591,ncnncC=Ccoc[N+]=O,1.0,0.0
592,ncnncC=Ccoc[N+][O-],1.0,0.0
593,ncnccC=Cc1ccco1,1.0,0.0
594,cc(C=Cccncn)oc[N+],1.0,0.0
595,ncnccC=Ccccc[N+],1.0,0.0
596,cc([N+])ocC=Cccncn,1.0,0.0
597,ncnccC=Ccoc[N+]=O,1.0,0.0
598,ncnccC=Ccoc[N+][O-],1.0,0.0
599,cncc(n)C=Cc1ccco1,1.0,0.0
600,cncc(n)C=Cc(c)oc[N+],1.0,0.0
601,cncc(n)C=Ccccc[N+],1.0,0.0
602,cncc(n)C=Ccoc(c)[N+],1.0,0.0
603,cncc(n)C=Ccoc[N+]=O,1.0,0.0
604,cncc(n)C=Ccoc[N+][O-],1.0,0.0
605,cnccC=Cc1ccc([N+])o1,1.0,0.0
