,Substructure,Frequencyantibacterial,Frequencynot-antibacterial
1880,C=C(CNC(=O)CCC=CCCOC)C(C=O)=CCC,1.0,0.0
1881,C=C(CNC(=O)CCC=CCCOC)C(=CC)C(C)=O,1.0,0.0
1882,C=C(CNC(=O)CCC=CCCOC)C(=C)C(=O)CC,1.0,0.0
1883,C=C(C=CCCC)CNC(=O)CCC=CCCOC,1.0,0.0
1884,C=C(CC(=O)CCC)CNC(=O)CCC=CCCOC,1.0,0.0
1885,C=C(CC(=O)C(C)C)CNC(=O)CCC=CCCOC,1.0,0.0
1886,COCCC=CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1887,CC=C(CCNC(=O)CCC=CCCOC)C(=O)CC,1.0,0.0
1888,C=C(CCNC(=O)CCC=CCCOC)C(=O)C(C)C,1.0,0.0
1889,CCCCC=CCCNC(=O)CCC=CCCOC,1.0,0.0
1890,CCC(C)C(=O)CCCNC(=O)CCC=CCCOC,1.0,0.0
1891,CCC=C(C=O)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1892,CC=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1893,C=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1894,CCCC=CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1895,CCCC(=O)CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1896,CC(C)C(=O)CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1897,C=C(CNC(=O)CCC=CCCO)C1=CCCCC1=O,1.0,0.0
1898,C=C(CNC(=O)CCC=CCCO)C(=CC)C(=O)CC,1.0,0.0
1899,C=C(CNC(=O)CCC=CCCO)C(=C)C(=O)C(C)C,1.0,0.0
1900,C=C(C=CCCCC)CNC(=O)CCC=CCCO,1.0,0.0
1901,C=C(CC(=O)C(C)CC)CNC(=O)CCC=CCCO,1.0,0.0
1902,CC1CCC=C(CCNC(=O)CCC=CCCO)C1=O,1.0,0.0
1903,CC=CCCC(=O)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
1904,CC=CCCC(=O)NCC(=CCl)C(=CC)C(=O)CC,1.0,0.0
1905,C=C(C(=O)C(C)C)C(=CCl)CNC(=O)CCC=CC,1.0,0.0
1906,CC=CCCC(=O)NCC(C=CCCCC)=CCl,1.0,0.0
1907,CC=CCCC(=O)NCC(CC(=O)C(C)CC)=CCl,1.0,0.0
1908,C=C(CNC(=O)CCC=CC)C1=CCCC(C)C1=O,1.0,0.0
1909,C=CCCC(=O)NCC(=CCl)C1=CCCC(C)C1=O,1.0,0.0
1910,CC(=C)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
1911,CCCCCC(CC=CCCC(=O)NCC=CCl)OC,1.0,0.0
1912,C=CCCNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
1913,CCCCCC(CC=CCCC(=O)NCCCC=O)OC,1.0,0.0
1914,CC(=CCl)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1915,C=CC(=C)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1916,C=C(CC=O)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1917,C=C(CCNC(=O)CCC=CCC(O)CCCCC)C=O,1.0,0.0
1918,CC=CCCNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1919,CCCCCC(O)CC=CCCC(=O)NCCCC(C)=O,1.0,0.0
1920,CC(=CCl)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1921,C=CC(=C)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1922,C=C(CC=O)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1923,C=C(CCNC(=O)CCC=CCC(CCCC)OC)C=O,1.0,0.0
1924,CC=CCCNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1925,CCCCC(CC=CCCC(=O)NCCCC(C)=O)OC,1.0,0.0
1926,C=CC(=CCl)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1927,CCCCC(O)CC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1928,C=C(C=O)C(=C)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1929,C=C(C=CC)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1930,C=C(CC(C)=O)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1931,CC=C(CCNC(=O)CCC=CCC(O)CCCC)C=O,1.0,0.0
1932,C=C(CCNC(=O)CCC=CCC(O)CCCC)C(C)=O,1.0,0.0
1933,CCC=CCCNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1934,CCCCC(O)CC=CCCC(=O)NCCCC(=O)CC,1.0,0.0
1935,C=CC(=CCl)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1936,CCCC(CC=CCCC(=O)NCC(CC=O)=CCl)OC,1.0,0.0
1937,C=C(C=O)C(=C)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1938,C=C(C=CC)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1939,C=C(CC(C)=O)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1940,CC=C(CCNC(=O)CCC=CCC(CCC)OC)C=O,1.0,0.0
1941,C=C(CCNC(=O)CCC=CCC(CCC)OC)C(C)=O,1.0,0.0
1942,CCC=CCCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1943,CCCC(CC=CCCC(=O)NCCCC(=O)CC)OC,1.0,0.0
1944,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1945,CC=CC(=CCl)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1946,CCCC(O)CC=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1947,C=C(CNC(=O)CCC=CCC(O)CCC)C(C=O)=CC,1.0,0.0
1948,C=C(CNC(=O)CCC=CCC(O)CCC)C(=C)C(C)=O,1.0,0.0
1949,C=C(C=CCC)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1950,C=C(CC(=O)CC)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1951,CCC=C(CCNC(=O)CCC=CCC(O)CCC)C=O,1.0,0.0
1952,CC=C(CCNC(=O)CCC=CCC(O)CCC)C(C)=O,1.0,0.0
1953,C=C(CCNC(=O)CCC=CCC(O)CCC)C(=O)CC,1.0,0.0
1954,CCCC=CCCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1955,CCCC(=O)CCCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1956,CCCC(O)CC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1957,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1958,CC=CC(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1959,CCC(CC=CCCC(=O)NCC(CC(C)=O)=CCl)OC,1.0,0.0
1960,C=C(CNC(=O)CCC=CCC(CC)OC)C(C=O)=CC,1.0,0.0
1961,C=C(CNC(=O)CCC=CCC(CC)OC)C(=C)C(C)=O,1.0,0.0
1962,C=C(C=CCC)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1963,C=C(CC(=O)CC)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1964,CCC=C(CCNC(=O)CCC=CCC(CC)OC)C=O,1.0,0.0
1965,CC=C(CCNC(=O)CCC=CCC(CC)OC)C(C)=O,1.0,0.0
1966,C=C(CCNC(=O)CCC=CCC(CC)OC)C(=O)CC,1.0,0.0
1967,CCCC=CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1968,CCCC(=O)CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1969,CCC(CC=CCCC(=O)NCCCC(=O)C(C)C)OC,1.0,0.0
1970,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1971,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1972,CCC=CC(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1973,CCC(=O)CC(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1974,C=C(CNC(=O)CCC=CCC(O)CC)C(C=O)=CCC,1.0,0.0
1975,C=C(CNC(=O)CCC=CCC(O)CC)C(=CC)C(C)=O,1.0,0.0
1976,C=C(CNC(=O)CCC=CCC(O)CC)C(=C)C(=O)CC,1.0,0.0
1977,C=C(C=CCCC)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1978,C=C(CC(=O)CCC)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1979,C=C(CC(=O)C(C)C)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1980,CCC(O)CC=CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1981,CC=C(CCNC(=O)CCC=CCC(O)CC)C(=O)CC,1.0,0.0
1982,C=C(CCNC(=O)CCC=CCC(O)CC)C(=O)C(C)C,1.0,0.0
1983,CCCCC=CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1984,CCC(O)CC=CCCC(=O)NCCCC(=O)C(C)CC,1.0,0.0
1985,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1986,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1987,CCC=CC(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1988,CCC(=O)CC(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1989,C=C(CNC(=O)CCC=CCC(C)OC)C(C=O)=CCC,1.0,0.0
1990,C=C(CNC(=O)CCC=CCC(C)OC)C(=CC)C(C)=O,1.0,0.0
1991,C=C(CNC(=O)CCC=CCC(C)OC)C(=C)C(=O)CC,1.0,0.0
1992,C=C(C=CCCC)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1993,C=C(CC(=O)CCC)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1994,C=C(CC(=O)C(C)C)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1995,COC(C)CC=CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1996,CC=C(CCNC(=O)CCC=CCC(C)OC)C(=O)CC,1.0,0.0
1997,C=C(CCNC(=O)CCC=CCC(C)OC)C(=O)C(C)C,1.0,0.0
1998,CCCCC=CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1999,CCC(C)C(=O)CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
2000,CCC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2001,CC=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2002,C=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2003,CCCC=CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2004,CCCC(=O)CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2005,CC(O)CC=CCCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
2006,C=C(CNC(=O)CCC=CCC(C)O)C1=CCCCC1=O,1.0,0.0
2007,C=C(CNC(=O)CCC=CCC(C)O)C(=CC)C(=O)CC,1.0,0.0
2008,C=C(CNC(=O)CCC=CCC(C)O)C(=C)C(=O)C(C)C,1.0,0.0
2009,C=C(C=CCCCC)CNC(=O)CCC=CCC(C)O,1.0,0.0
2010,C=C(CC(=O)C(C)CC)CNC(=O)CCC=CCC(C)O,1.0,0.0
2011,CC(O)CC=CCCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
2012,CCC=C(C=O)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2013,CC=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2014,C=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2015,CCCC=CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2016,CCCC(=O)CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2017,COCCC=CCCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
2018,C=C(CNC(=O)CCC=CCCOC)C1=CCCCC1=O,1.0,0.0
2019,C=C(CNC(=O)CCC=CCCOC)C(=CC)C(=O)CC,1.0,0.0
2020,C=C(CNC(=O)CCC=CCCOC)C(=C)C(=O)C(C)C,1.0,0.0
2021,C=C(C=CCCCC)CNC(=O)CCC=CCCOC,1.0,0.0
2022,C=C(CC(=O)C(C)CC)CNC(=O)CCC=CCCOC,1.0,0.0
2023,COCCC=CCCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
2024,O=C(CCC=CCCO)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
2025,CC=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
2026,C=C(C(=O)C(C)C)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
2027,CCCCC=CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
2028,CCC(C)C(=O)CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
2029,C=C(CNC(=O)CCC=CCCO)C1=CCCC(C)C1=O,1.0,0.0
2030,CC=CCCC(=O)NCC(=CCl)C1=CCCC(C)C1=O,1.0,0.0
2031,CC(=CCl)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2032,C=CC(=C)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2033,C=C(CC=O)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2034,C=C(CCNC(=O)CCC=CCC(CCCCC)OC)C=O,1.0,0.0
2035,CC=CCCNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2036,CCCCCC(CC=CCCC(=O)NCCCC(C)=O)OC,1.0,0.0
2037,C=CC(=CCl)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2038,CCCCCC(O)CC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
2039,C=C(C=O)C(=C)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2040,C=C(C=CC)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2041,C=C(CC(C)=O)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2042,CC=C(CCNC(=O)CCC=CCC(O)CCCCC)C=O,1.0,0.0
2043,C=C(CCNC(=O)CCC=CCC(O)CCCCC)C(C)=O,1.0,0.0
2044,CCC=CCCNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2045,CCCCCC(O)CC=CCCC(=O)NCCCC(=O)CC,1.0,0.0
2046,C=CC(=CCl)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2047,CCCCC(CC=CCCC(=O)NCC(CC=O)=CCl)OC,1.0,0.0
2048,C=C(C=O)C(=C)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2049,C=C(C=CC)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2050,C=C(CC(C)=O)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2051,CC=C(CCNC(=O)CCC=CCC(CCCC)OC)C=O,1.0,0.0
2052,C=C(CCNC(=O)CCC=CCC(CCCC)OC)C(C)=O,1.0,0.0
2053,CCC=CCCNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2054,CCCCC(CC=CCCC(=O)NCCCC(=O)CC)OC,1.0,0.0
2055,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2056,CC=CC(=CCl)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2057,CCCCC(O)CC=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
2058,C=C(CNC(=O)CCC=CCC(O)CCCC)C(C=O)=CC,1.0,0.0
2059,C=C(CNC(=O)CCC=CCC(O)CCCC)C(=C)C(C)=O,1.0,0.0
2060,C=C(C=CCC)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2061,C=C(CC(=O)CC)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2062,CCC=C(CCNC(=O)CCC=CCC(O)CCCC)C=O,1.0,0.0
2063,CC=C(CCNC(=O)CCC=CCC(O)CCCC)C(C)=O,1.0,0.0
2064,C=C(CCNC(=O)CCC=CCC(O)CCCC)C(=O)CC,1.0,0.0
2065,CCCC=CCCNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2066,CCCCC(O)CC=CCCC(=O)NCCCC(=O)CCC,1.0,0.0
2067,CCCCC(O)CC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
2068,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
2069,CC=CC(=CCl)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
2070,CCCC(CC=CCCC(=O)NCC(CC(C)=O)=CCl)OC,1.0,0.0
2071,C=C(CNC(=O)CCC=CCC(CCC)OC)C(C=O)=CC,1.0,0.0
2072,C=C(CNC(=O)CCC=CCC(CCC)OC)C(=C)C(C)=O,1.0,0.0
2073,C=C(C=CCC)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
2074,C=C(CC(=O)CC)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
2075,CCC=C(CCNC(=O)CCC=CCC(CCC)OC)C=O,1.0,0.0
2076,CC=C(CCNC(=O)CCC=CCC(CCC)OC)C(C)=O,1.0,0.0
2077,C=C(CCNC(=O)CCC=CCC(CCC)OC)C(=O)CC,1.0,0.0
2078,CCCC=CCCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
2079,CCCC(=O)CCCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
2080,CCCC(CC=CCCC(=O)NCCCC(=O)C(C)C)OC,1.0,0.0
2081,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
2082,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
2083,CCC=CC(=CCl)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
2084,CCCC(O)CC=CCCC(=O)NCC(CC(=O)CC)=CCl,1.0,0.0
2085,C=C(CNC(=O)CCC=CCC(O)CCC)C(C=O)=CCC,1.0,0.0
2086,C=C(CNC(=O)CCC=CCC(O)CCC)C(=CC)C(C)=O,1.0,0.0
2087,C=C(CNC(=O)CCC=CCC(O)CCC)C(=C)C(=O)CC,1.0,0.0
2088,C=C(C=CCCC)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
2089,C=C(CC(=O)CCC)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
2090,C=C(CC(=O)C(C)C)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
2091,CCCC(O)CC=CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
2092,CC=C(CCNC(=O)CCC=CCC(O)CCC)C(=O)CC,1.0,0.0
2093,C=C(CCNC(=O)CCC=CCC(O)CCC)C(=O)C(C)C,1.0,0.0
2094,CCCCC=CCCNC(=O)CCC=CCC(O)CCC,1.0,0.0
2095,CCCC(O)CC=CCCC(=O)NCCCC(=O)C(C)CC,1.0,0.0
2096,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
2097,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
2098,CCC=CC(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
2099,CCC(=O)CC(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
2100,C=C(CNC(=O)CCC=CCC(CC)OC)C(C=O)=CCC,1.0,0.0
2101,C=C(CNC(=O)CCC=CCC(CC)OC)C(=CC)C(C)=O,1.0,0.0
2102,C=C(CNC(=O)CCC=CCC(CC)OC)C(=C)C(=O)CC,1.0,0.0
2103,C=C(C=CCCC)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
2104,C=C(CC(=O)CCC)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
2105,C=C(CC(=O)C(C)C)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
2106,CCC(CC=CCCC(=O)NCCC1=CCCCC1=O)OC,1.0,0.0
2107,CC=C(CCNC(=O)CCC=CCC(CC)OC)C(=O)CC,1.0,0.0
2108,C=C(CCNC(=O)CCC=CCC(CC)OC)C(=O)C(C)C,1.0,0.0
2109,CCCCC=CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
2110,CCC(CC=CCCC(=O)NCCCC(=O)C(C)CC)OC,1.0,0.0
2111,CCC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
2112,CC=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
2113,C=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
2114,CCCC=CC(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
2115,CCCC(=O)CC(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
2116,CCC(O)CC=CCCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
2117,C=C(CNC(=O)CCC=CCC(O)CC)C1=CCCCC1=O,1.0,0.0
2118,C=C(CNC(=O)CCC=CCC(O)CC)C(=CC)C(=O)CC,1.0,0.0
2119,C=C(CNC(=O)CCC=CCC(O)CC)C(=C)C(=O)C(C)C,1.0,0.0
2120,C=C(C=CCCCC)CNC(=O)CCC=CCC(O)CC,1.0,0.0
2121,C=C(CC(=O)C(C)CC)CNC(=O)CCC=CCC(O)CC,1.0,0.0
2122,CCC(O)CC=CCCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
2123,CCC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
2124,CC=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
2125,C=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
2126,CCCC=CC(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
2127,CCCC(=O)CC(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
2128,COC(C)CC=CCCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
2129,C=C(CNC(=O)CCC=CCC(C)OC)C1=CCCCC1=O,1.0,0.0
2130,C=C(CNC(=O)CCC=CCC(C)OC)C(=CC)C(=O)CC,1.0,0.0
2131,C=C(CNC(=O)CCC=CCC(C)OC)C(=C)C(=O)C(C)C,1.0,0.0
2132,C=C(C=CCCCC)CNC(=O)CCC=CCC(C)OC,1.0,0.0
2133,C=C(CC(=O)C(C)CC)CNC(=O)CCC=CCC(C)OC,1.0,0.0
2134,COC(C)CC=CCCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
2135,CC(O)CC=CCCC(=O)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
2136,CC=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2137,C=C(C(=O)C(C)C)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2138,CCCCC=CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2139,CCC(C)C(=O)CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
2140,C=C(CNC(=O)CCC=CCC(C)O)C1=CCCC(C)C1=O,1.0,0.0
2141,COCCC=CCCC(=O)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
2142,CC=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2143,C=C(C(=O)C(C)C)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2144,CCCCC=CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2145,CCC(C)C(=O)CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
2146,C=C(CNC(=O)CCC=CCCOC)C1=CCCC(C)C1=O,1.0,0.0
2147,CC1CCC=C(C(=CCl)CNC(=O)CCC=CCCO)C1=O,1.0,0.0
2148,C=CC(=CCl)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2149,CCCCCC(CC=CCCC(=O)NCC(CC=O)=CCl)OC,1.0,0.0
2150,C=C(C=O)C(=C)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2151,C=C(C=CC)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2152,C=C(CC(C)=O)CNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2153,CC=C(CCNC(=O)CCC=CCC(CCCCC)OC)C=O,1.0,0.0
2154,C=C(CCNC(=O)CCC=CCC(CCCCC)OC)C(C)=O,1.0,0.0
2155,CCC=CCCNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
2156,CCCCCC(CC=CCCC(=O)NCCCC(=O)CC)OC,1.0,0.0
2157,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2158,CC=CC(=CCl)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2159,CCCCCC(O)CC=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
2160,C=C(CNC(=O)CCC=CCC(O)CCCCC)C(C=O)=CC,1.0,0.0
2161,C=C(CNC(=O)CCC=CCC(O)CCCCC)C(=C)C(C)=O,1.0,0.0
2162,C=C(C=CCC)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2163,C=C(CC(=O)CC)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2164,CCC=C(CCNC(=O)CCC=CCC(O)CCCCC)C=O,1.0,0.0
2165,CC=C(CCNC(=O)CCC=CCC(O)CCCCC)C(C)=O,1.0,0.0
2166,C=C(CCNC(=O)CCC=CCC(O)CCCCC)C(=O)CC,1.0,0.0
2167,CCCC=CCCNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
2168,CCCCCC(O)CC=CCCC(=O)NCCCC(=O)CCC,1.0,0.0
2169,CCCCCC(O)CC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
2170,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2171,CC=CC(=CCl)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2172,CCCCC(CC=CCCC(=O)NCC(CC(C)=O)=CCl)OC,1.0,0.0
2173,C=C(CNC(=O)CCC=CCC(CCCC)OC)C(C=O)=CC,1.0,0.0
2174,C=C(CNC(=O)CCC=CCC(CCCC)OC)C(=C)C(C)=O,1.0,0.0
2175,C=C(C=CCC)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2176,C=C(CC(=O)CC)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2177,CCC=C(CCNC(=O)CCC=CCC(CCCC)OC)C=O,1.0,0.0
2178,CC=C(CCNC(=O)CCC=CCC(CCCC)OC)C(C)=O,1.0,0.0
2179,C=C(CCNC(=O)CCC=CCC(CCCC)OC)C(=O)CC,1.0,0.0
2180,CCCC=CCCNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
2181,CCCCC(CC=CCCC(=O)NCCCC(=O)CCC)OC,1.0,0.0
2182,CCCCC(CC=CCCC(=O)NCCCC(=O)C(C)C)OC,1.0,0.0
2183,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2184,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2185,CCC=CC(=CCl)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
2186,CCCCC(O)CC=CCCC(=O)NCC(CC(=O)CC)=CCl,1.0,0.0
2187,C=C(CNC(=O)CCC=CCC(O)CCCC)C(C=O)=CCC,1.0,0.0
2188,C=C(CNC(=O)CCC=CCC(O)CCCC)C(=CC)C(C)=O,1.0,0.0
