Substructure,Frequency,Percentage1
O=CN(CS)CC(=O)O,2,50.0
CCN1CC(NC)C1=O,3,75.0
NC1CN(CC=O)C1=O,3,75.0
NC1CN(CCO)C1=O,3,75.0
CCN1CC(NCC)C1,3,75.0
CNC1CN(CC=O)C1,3,75.0
CNC1CN(CCO)C1,3,75.0
NC1CN(CC(=O)O)C1,3,75.0
O=C(O)CN1CCC1=O,3,75.0
CCNC(S)CNC=O,3,75.0
CCNC(S)CNCC,3,75.0
CNCC(S)NCC=O,3,75.0
CNCC(S)NCCO,3,75.0
NCC(S)NCC(=O)O,3,75.0
O=CCNCCNC=O,3,75.0
O=CNCCNCCO,3,75.0
CCNCCNCC=O,3,75.0
CCNCCNCCO,4,100.0
CNCCNCC(=O)O,3,75.0
CCNC(=O)CNCC,3,75.0
CNCC(=O)NCC=O,3,75.0
CNCC(=O)NCCO,4,100.0
NCC(=O)NCC(=O)O,3,75.0
CNC1C(=O)N(C)C1S,3,75.0
CN1CC(NC=O)C1S,3,75.0
CCNC1CN(C)C1S,2,50.0
CN1CC(NC=O)C1=O,3,75.0
CCNC1CN(C)C1=O,2,50.0
CC(=O)NC1CN(C)C1,2,50.0
cCCNC1CN(C)C1,3,75.0
CN1CC(NCCN)C1,2,50.0
CNC(S)CNC(C)=O,3,75.0
cCCNCC(S)NC,3,75.0
CNC(S)CNCCN,2,50.0
cCC(=O)NCCNC,3,75.0
CNCCNC(=O)CN,2,50.0
cC(N)CNCCNC,1,25.0
ccCCNCCNC,2,50.0
CNC(=O)CNC(C)=O,3,75.0
cCCNCC(=O)NC,3,75.0
CNC(=O)CNCCN,2,50.0
O=CNC1C(=O)NC1S,3,75.0
CCNC1C(=O)NC1S,3,75.0
CC(=O)NC1CNC1S,3,75.0
cCCNC1CNC1S,3,75.0
NCCNC1CNC1S,2,50.0
CC(=O)NC1CNC1=O,3,75.0
cCCNC1CNC1=O,3,75.0
NCCNC1CNC1=O,2,50.0
cCC(=O)NC1CNC1,3,75.0
NCC(=O)NC1CNC1,2,50.0
cC(N)CNC1CNC1,2,50.0
ccCCNC1CNC1,3,75.0
cCC(=O)NCC(N)S,3,75.0
NCC(=O)NCC(N)S,2,50.0
cC(N)CNCC(N)S,2,50.0
ccCCNCC(N)S,3,75.0
cC(N)C(=O)NCCN,2,50.0
ccCC(=O)NCCN,3,75.0
ccC(N)CNCCN,2,50.0
cc(c)CCNCCN,3,75.0
cccCCNCCN,3,75.0
cCC(=O)NCC(N)=O,3,75.0
NCC(=O)NCC(N)=O,2,50.0
cC(N)CNCC(N)=O,2,50.0
ccCCNCC(N)=O,3,75.0
cCCNC(C=O)CS,3,75.0
cCC(=O)NC(C)CS,3,75.0
cC(N)CNC(C)CS,2,50.0
CC(CS)NCCcc,3,75.0
cC(N)C(=O)NCCS,2,50.0
ccCC(=O)NCCS,3,75.0
ccC(N)CNCCS,2,50.0
cc(c)CCNCCS,3,75.0
cccCCNCCS,3,75.0
cCC(=O)NC(C)C=O,3,75.0
cC(N)CNC(C)C=O,2,50.0
ccCCNC(C)C=O,3,75.0
CC(C)NC(=O)C(c)N,2,50.0
CC(C)NC(=O)Ccc,3,75.0
CC(C)NCC(N)cc,2,50.0
CC(C)NCCc(c)c,3,75.0
CC(C)NCCccc,3,75.0
ccC(N)C(=O)NCC,2,50.0
cc(c)CC(=O)NCC,3,75.0
cccCC(=O)NCC,3,75.0
cc(c)C(N)CNCC,2,50.0
cccC(N)CNCC,2,50.0
ccc(c)CCNCC,3,75.0
ccccCCNCC,3,75.0
cC(N)C(=O)NCC=O,2,50.0
ccCC(=O)NCC=O,3,75.0
ccC(N)CNCC=O,2,50.0
cc(c)CCNCC=O,3,75.0
cccCCNCC=O,3,75.0
CCNC(=O)C(N)cc,2,50.0
CCNC(=O)Cc(c)c,3,75.0
CCNC(=O)Cccc,3,75.0
CCNCC(N)c(c)c,2,50.0
CCNCC(N)ccc,2,50.0
CCNCCc(c)cc,3,75.0
CCNCCcccc,3,75.0
cc(c)C(N)C(=O)NC,2,50.0
cccC(N)C(=O)NC,2,50.0
ccc(c)CC(=O)NC,3,75.0
ccccCC(=O)NC,3,75.0
ccc(c)C(N)CNC,2,50.0
ccccC(N)CNC,2,50.0
cccc(c)CCNC,3,75.0
ccc(cc)CCNC,3,75.0
cccccCCNC,3,75.0
CNCCccccO,1,25.0
ccc(c)C(N)C(N)=O,2,50.0
ccccC(N)C(N)=O,2,50.0
cccc(c)CC(N)=O,3,75.0
ccc(cc)CC(N)=O,3,75.0
cccccCC(N)=O,3,75.0
NC(=O)CccccO,1,25.0
cccc(c)C(N)CN,2,50.0
ccc(cc)C(N)CN,2,50.0
cccccC(N)CN,2,50.0
NCC(N)ccccO,1,25.0
NCCc1ccccc1,3,75.0
cc(cccO)CCN,1,25.0
cc(O)cccCCN,1,25.0
cccc(c)C(N)C=O,2,50.0
ccc(cc)C(N)C=O,2,50.0
cccccC(N)C=O,2,50.0
NC(C=O)ccccO,1,25.0
O=CCc1ccccc1,3,75.0
cc(cccO)CC=O,1,25.0
cc(O)cccCC=O,1,25.0
CC(N)c1ccccc1,2,50.0
CC(N)c(c)cccO,1,25.0
CC(N)cccc(c)O,1,25.0
CCc1ccc(O)cc1,1,25.0
NCc1ccc(O)cc1,1,25.0
CC1N2CCC2SC1(C)C,2,50.0
CC1N(C=O)CSC1(C)C,2,50.0
CN1CSC(C)(C)C1C=O,2,50.0
CN1CSC(C)(C)C1CO,2,50.0
CC1NC(CN)SC1(C)C,2,50.0
CC1NC(C=O)C(C)(C)S1,2,50.0
CC1NC(CO)C(C)(C)S1,2,50.0
CC1(C)SCNC1C(=O)O,2,50.0
CC(NCCN)C(C)(C)S,2,50.0
CC(NC(C)=O)C(C)(C)S,2,50.0
CCNC(C=O)C(C)(C)S,2,50.0
CCNC(CO)C(C)(C)S,2,50.0
CC(C)(S)C(C=O)NC=O,2,50.0
CC(C)(S)C(CO)NC=O,2,50.0
CNC(C(=O)O)C(C)(C)S,2,50.0
CC1(C)CN2CC(N)C2S1,2,50.0
CC1(C)CN2C(=O)CC2S1,2,50.0
CNCC1NCC(C)(C)S1,2,50.0
CC(C)(S)CNC(=O)CN,2,50.0
CNCCNCC(C)(C)S,2,50.0
CCC(C)(C)SCC(C)N,2,50.0
CCC(C)(C)SCCC=O,2,50.0
CCCSC(C)(C)CC=O,2,50.0
CCCSC(C)(C)CCO,2,50.0
CCC(C)(C)SCCNC,2,50.0
CC(C)(CC=O)SCCN,2,50.0
CC(C)(CCO)SCCN,2,50.0
CCSC(C)(C)CC(=O)O,2,50.0
CC(C)(C)SCC(N)C=O,2,50.0
CNC(C)CSC(C)(C)C,2,50.0
CC(C)(C)SCCNC=O,2,50.0
CCNCCSC(C)(C)C,2,50.0
CC(C(C)C)N1CC(N)C1,2,50.0
CC(C(C)C)N1CCC1=O,2,50.0
CC(C)C(C=O)N1CCC1,2,50.0
CC(C)C(CO)N1CCC1,2,50.0
CC(C)C(C=O)N(C)C=O,2,50.0
CC(C)C(CO)N(C)C=O,2,50.0
CN(C)C(C(=O)O)C(C)C,2,50.0
CNCCNC(C)C(C)C,2,50.0
CC(C)C(C=O)NCCN,2,50.0
CC(C)C(CO)NCCN,2,50.0
CCNC(C(=O)O)C(C)C,2,50.0
CC(NC(=O)CN)C(C)C,2,50.0
CC(=O)NC(C=O)C(C)C,2,50.0
CC(=O)NC(CO)C(C)C,2,50.0
CC(C)C(NC=O)C(=O)O,2,50.0
CC(C)CN1CC(N)C1=O,2,50.0
CNC1CN(CC(C)C)C1,2,50.0
CC(C)CNCCNC=O,2,50.0
CCNCCNCC(C)C,2,50.0
CNCC(=O)NCC(C)C,2,50.0
CC1C(C)SC2C(N)CN12,2,50.0
CC1C(C)SC2CC(=O)N21,2,50.0
CC1SC2CCN2C1C=O,2,50.0
CC1SC2CCN2C1CO,2,50.0
CC1SCN(C=O)C1C=O,2,50.0
CC1SCN(C=O)C1CO,2,50.0
CN1CSC(C)C1C(=O)O,2,50.0
CNCC1NC(C)C(C)S1,2,50.0
CC1SC(CN)NC1C=O,2,50.0
CC1SC(CN)NC1CO,2,50.0
CC1NC(C(=O)O)C(C)S1,2,50.0
CC(NC(=O)CN)C(C)S,2,50.0
CNCCNC(C)C(C)S,2,50.0
CC(S)C(C=O)NCCN,2,50.0
CC(S)C(CO)NCCN,2,50.0
CC(=O)NC(C=O)C(C)S,2,50.0
CC(=O)NC(CO)C(C)S,2,50.0
CCNC(C(=O)O)C(C)S,2,50.0
CC(S)C(NC=O)C(=O)O,2,50.0
CC1CN2C(=O)C(N)C2S1,2,50.0
CNC1CN2CC(C)SC12,2,50.0
CC1CNC(CNC=O)S1,2,50.0
CCNCC1NCC(C)S1,2,50.0
CNCC(=O)NCC(C)S,2,50.0
CC(S)CNCCNC=O,2,50.0
CCNCCNCC(C)S,2,50.0
CCC(C)SCC(N)C=O,2,50.0
CCC(C)SCC(C)NC,2,50.0
CC(N)CSC(C)CC=O,2,50.0
CC(N)CSC(C)CCO,2,50.0
CC(CC=O)SCCC=O,2,50.0
CC(CCO)SCCC=O,2,50.0
CCCSC(C)CC(=O)O,2,50.0
CCC(C)SCCNC=O,2,50.0
CCC(C)SCCNCC,2,50.0
CNCCSC(C)CC=O,2,50.0
CNCCSC(C)CCO,2,50.0
CC(CC(=O)O)SCCN,2,50.0
CNC(C=O)CSC(C)C,2,50.0
CC(CSC(C)C)NC=O,2,50.0
CC(CSC(C)C)NCC,2,50.0
CC(=O)NCCSC(C)C,2,50.0
cCCNCCSC(C)C,2,50.0
CC(C)SCCNCCN,1,25.0
CC(CC)N1CC(N)C1=O,2,50.0
CNC1CN(C(C)CC)C1,2,50.0
CCC(C=O)N1CC(N)C1,2,50.0
CCC(CO)N1CC(N)C1,2,50.0
CCC(C=O)N1CCC1=O,2,50.0
CCC(CO)N1CCC1=O,2,50.0
CCC(C(=O)O)N1CCC1,2,50.0
CCC(C(=O)O)N(C)C=O,2,50.0
CC(CC)NCCNC=O,2,50.0
CC(CC)NCCNCC,2,50.0
CNCCNC(C=O)CC,2,50.0
CNCCNC(CO)CC,2,50.0
CCC(NCCN)C(=O)O,2,50.0
CNCC(=O)NC(C)CC,2,50.0
CCC(C=O)NC(=O)CN,2,50.0
CCC(CO)NC(=O)CN,3,75.0
CCC(NC(C)=O)C(=O)O,2,50.0
CNC1CN(CCC)C1=O,2,50.0
CCCN1CC(NC=O)C1,2,50.0
CCNC1CN(CCC)C1,2,50.0
CCCNCCNC(C)=O,2,50.0
cCCNCCNCCC,2,50.0
CCCNCCNCCN,1,25.0
CCCNC(=O)CNC=O,2,50.0
CCNCC(=O)NCCC,2,50.0
CC(C)SC1NC(=O)C1N,2,50.0
CNC1CNC1SC(C)C,2,50.0
CC(C)SC(N)CNC=O,2,50.0
CCNCC(N)SC(C)C,2,50.0
CNC1C(=O)NC1SCC,2,50.0
CCSC1NCC1NC=O,3,75.0
CCNC1CNC1SCC,2,50.0
CCSC(N)CNC(C)=O,3,75.0
cCCNCC(N)SCC,3,75.0
CCSC(N)CNCCN,2,50.0
CCSCC(C=O)NC=O,3,75.0
CCNC(C=O)CSCC,2,50.0
CC(CSCC)NC(C)=O,2,50.0
cCCNC(C)CSCC,3,75.0
CC(CSCC)NCCN,1,25.0
cCC(=O)NCCSCC,2,50.0
CCSCCNC(=O)CN,2,50.0
cC(N)CNCCSCC,1,25.0
ccCCNCCSCC,2,50.0
CC1CSC2C(N)C(=O)N12,2,50.0
CNC1CN2C(C)CSC12,2,50.0
NC1CN2C(C=O)CSC12,2,50.0
NC1CN2C(CO)CSC12,2,50.0
O=CC1CSC2CC(=O)N12,2,50.0
O=C1CC2SCC(CO)N12,2,50.0
O=C(O)C1CSC2CCN21,2,50.0
O=CN1CSCC1C(=O)O,2,50.0
CC1CSC(CNC=O)N1,2,50.0
CC1CSC(CNCC)N1,2,50.0
CNCC1NC(C=O)CS1,2,50.0
CNCC1NC(CO)CS1,2,50.0
NCC1NC(C(=O)O)CS1,2,50.0
CNCC(=O)NC(C)CS,2,50.0
NCC(=O)NC(C=O)CS,3,75.0
NCC(=O)NC(CO)CS,2,50.0
CC(CS)NCCNC=O,2,50.0
CC(CS)NCCNCC,2,50.0
CNCCNC(C=O)CS,2,50.0
CNCCNC(CO)CS,2,50.0
NCCNC(CS)C(=O)O,2,50.0
CC(=O)NC(CS)C(=O)O,2,50.0
CNC1C(=O)N2CCSC12,2,50.0
O=CNC1CN2CCSC12,2,50.0
CCNC1CN2CCSC12,2,50.0
CC(=O)NCC1NCCS1,2,50.0
cCCNCC1NCCS1,2,50.0
NCCNCC1NCCS1,1,25.0
O=CNCC(=O)NCCS,2,50.0
CCNCC(=O)NCCS,2,50.0
CC(=O)NCCNCCS,2,50.0
cCCNCCNCCS,2,50.0
NCCNCCNCCS,1,25.0
CCCSCC(C=O)NC,2,50.0
NC(C=O)CSCCC=O,2,50.0
NC(C=O)CSCCCO,2,50.0
CCCSCC(C)NC=O,2,50.0
CCCSCC(C)NCC,2,50.0
CNC(C)CSCCC=O,2,50.0
CNC(C)CSCCCO,2,50.0
CC(N)CSCCC(=O)O,2,50.0
O=CCCSCCC(=O)O,2,50.0
CCCSCCNC(C)=O,3,75.0
O=CCCSCCNC=O,2,50.0
O=CNCCSCCCO,2,50.0
cCCNCCSCCC,3,75.0
CCCSCCNCCN,2,50.0
CCNCCSCCC=O,2,50.0
CCNCCSCCCO,2,50.0
CNCCSCCC(=O)O,2,50.0
CNC1CN(C(C)C)C1=O,2,50.0
CC(C=O)N1CC(N)C1=O,2,50.0
CC(CO)N1CC(N)C1=O,2,50.0
CC(C)N1CC(NC=O)C1,2,50.0
CC(C)N1CC(NCC)C1,2,50.0
CNC1CN(C(C)C=O)C1,2,50.0
CNC1CN(C(C)CO)C1,2,50.0
CC(C(=O)O)N1CC(N)C1,2,50.0
CC(C(=O)O)N1CCC1=O,2,50.0
CC(C)NCCNC(C)=O,2,50.0
CC(C=O)NCCNC=O,2,50.0
CC(CO)NCCNC=O,2,50.0
cCCNCCNC(C)C,2,50.0
CC(C)NCCNCCN,1,25.0
CCNCCNC(C)C=O,2,50.0
CCNCCNC(C)CO,3,75.0
CNCCNC(C)C(=O)O,2,50.0
CC(C)NC(=O)CNC=O,2,50.0
CC(C)NC(=O)CNCC,2,50.0
CNCC(=O)NC(C)C=O,2,50.0
CNCC(=O)NC(C)CO,3,75.0
CC(NC(=O)CN)C(=O)O,2,50.0
CCN1CC(NC=O)C1=O,3,75.0
CCNC1CN(CC)C1=O,2,50.0
CCN1CC(NC(C)=O)C1,3,75.0
cCCNC1CN(CC)C1,2,50.0
CCN1CC(NCCN)C1,2,50.0
cCC(=O)NCCNCC,2,50.0
CCNCCNC(=O)CN,2,50.0
cC(N)CNCCNCC,1,25.0
ccCCNCCNCC,2,50.0
CCNC(=O)CNC(C)=O,3,75.0
cCCNCC(=O)NCC,2,50.0
CCNC(=O)CNCCN,2,50.0
CSC1NC(=O)C1NC=O,3,75.0
CCNC1C(=O)NC1SC,3,75.0
CSC1NCC1NC(C)=O,3,75.0
cCCNC1CNC1SC,3,75.0
CSC1NCC1NCCN,2,50.0
cCC(=O)NCC(N)SC,3,75.0
CSC(N)CNC(=O)CN,2,50.0
cC(N)CNCC(N)SC,2,50.0
ccCCNCC(N)SC,3,75.0
CSCC(C=O)NC(C)=O,3,75.0
cCCNC(C=O)CSC,3,75.0
CSCC(C=O)NCCN,2,50.0
cCC(=O)NC(C)CSC,3,75.0
CC(CSC)NC(=O)CN,2,50.0
cC(N)CNC(C)CSC,2,50.0
CC(CSC)NCCcc,3,75.0
cC(N)C(=O)NCCSC,2,50.0
ccCC(=O)NCCSC,3,75.0
ccC(N)CNCCSC,2,50.0
cc(c)CCNCCSC,3,75.0
cccCCNCCSC,3,75.0
CCN1C(=O)C(NC)C1S,3,75.0
NC1C(=O)N(CC=O)C1S,3,75.0
NC1C(=O)N(CCO)C1S,3,75.0
CCN1CC(NC=O)C1S,3,75.0
CCN1CC(NCC)C1S,3,75.0
CNC1CN(CC=O)C1S,3,75.0
CNC1CN(CCO)C1S,3,75.0
NC1CN(CC(=O)O)C1S,3,75.0
O=C(O)CN1C(=O)CC1S,3,75.0
CCN1CC(NCC)C1=O,3,75.0
CNC1CN(CC=O)C1=O,3,75.0
CNC1CN(CCO)C1=O,3,75.0
NC1CN(CC(=O)O)C1=O,3,75.0
O=CCN1CC(NC=O)C1,3,75.0
O=CNC1CN(CCO)C1,3,75.0
CCNC1CN(CC=O)C1,3,75.0
CCNC1CN(CCO)C1,3,75.0
CNC1CN(CC(=O)O)C1,3,75.0
CCNC(S)CNC(C)=O,3,75.0
O=CCNC(S)CNC=O,3,75.0
O=CNCC(S)NCCO,3,75.0
cCCNCC(S)NCC,2,50.0
CCNC(S)CNCCN,2,50.0
CCNCC(S)NCC=O,3,75.0
CCNCC(S)NCCO,3,75.0
CNCC(S)NCC(=O)O,3,75.0
CCNCCNC(=O)Cc,3,75.0
CC(=O)NCCNCC=O,3,75.0
CC(=O)NCCNCCO,3,75.0
O=CNCCNCC(=O)O,3,75.0
CCNCCNCC(c)N,2,50.0
CCNCCNCCcc,3,75.0
cCCNCCNCC=O,3,75.0
cCCNCCNCCO,3,75.0
NCCNCCNCC=O,2,50.0
NCCNCCNCCO,2,50.0
CCNCCNCC(=O)O,3,75.0
O=CCNC(=O)CNC=O,3,75.0
O=CNCC(=O)NCCO,3,75.0
CCNCC(=O)NCC=O,3,75.0
CCNCC(=O)NCCO,4,100.0
CNCC(=O)NCC(=O)O,3,75.0
CN1C(=O)C(NC=O)C1S,3,75.0
CCNC1C(=O)N(C)C1S,2,50.0
CC(=O)NC1CN(C)C1S,2,50.0
cCCNC1CN(C)C1S,3,75.0
CN1CC(NCCN)C1S,2,50.0
CC(=O)NC1CN(C)C1=O,2,50.0
cCCNC1CN(C)C1=O,3,75.0
CN1CC(NCCN)C1=O,2,50.0
cCC(=O)NC1CN(C)C1,3,75.0
CN1CC(NC(=O)CN)C1,2,50.0
cC(N)CNC1CN(C)C1,2,50.0
ccCCNC1CN(C)C1,2,50.0
cCC(=O)NCC(S)NC,3,75.0
CNC(S)CNC(=O)CN,2,50.0
cC(N)CNCC(S)NC,1,25.0
ccCCNCC(S)NC,2,50.0
cC(N)C(=O)NCCNC,1,25.0
ccCC(=O)NCCNC,2,50.0
ccC(N)CNCCNC,1,25.0
cc(c)CCNCCNC,2,50.0
cccCCNCCNC,2,50.0
cCC(=O)NCC(=O)NC,3,75.0
CNC(=O)CNC(=O)CN,2,50.0
cC(N)CNCC(=O)NC,1,25.0
ccCCNCC(=O)NC,2,50.0
CC(=O)NC1C(=O)NC1S,3,75.0
cCCNC1C(=O)NC1S,3,75.0
NCCNC1C(=O)NC1S,2,50.0
cCC(=O)NC1CNC1S,3,75.0
NCC(=O)NC1CNC1S,2,50.0
cC(N)CNC1CNC1S,2,50.0
ccCCNC1CNC1S,3,75.0
cCC(=O)NC1CNC1=O,3,75.0
NCC(=O)NC1CNC1=O,2,50.0
cC(N)CNC1CNC1=O,2,50.0
ccCCNC1CNC1=O,3,75.0
cC(N)C(=O)NC1CNC1,2,50.0
ccCC(=O)NC1CNC1,3,75.0
ccC(N)CNC1CNC1,2,50.0
cc(c)CCNC1CNC1,3,75.0
cccCCNC1CNC1,3,75.0
cC(N)C(=O)NCC(N)S,2,50.0
ccCC(=O)NCC(N)S,3,75.0
ccC(N)CNCC(N)S,2,50.0
cc(c)CCNCC(N)S,3,75.0
cccCCNCC(N)S,3,75.0
ccC(N)C(=O)NCCN,2,50.0
cc(c)CC(=O)NCCN,3,75.0
cccCC(=O)NCCN,3,75.0
cc(c)C(N)CNCCN,2,50.0
cccC(N)CNCCN,2,50.0
ccc(c)CCNCCN,3,75.0
ccccCCNCCN,3,75.0
cC(N)C(=O)NCC(N)=O,2,50.0
ccCC(=O)NCC(N)=O,3,75.0
ccC(N)CNCC(N)=O,2,50.0
cc(c)CCNCC(N)=O,3,75.0
cccCCNCC(N)=O,3,75.0
cCC(=O)NC(C=O)CS,3,75.0
cC(N)CNC(C=O)CS,2,50.0
ccCCNC(C=O)CS,3,75.0
CC(CS)NC(=O)C(c)N,2,50.0
CC(CS)NC(=O)Ccc,3,75.0
CC(CS)NCC(N)cc,2,50.0
CC(CS)NCCc(c)c,3,75.0
CC(CS)NCCccc,3,75.0
ccC(N)C(=O)NCCS,2,50.0
cc(c)CC(=O)NCCS,3,75.0
cccCC(=O)NCCS,3,75.0
cc(c)C(N)CNCCS,2,50.0
cccC(N)CNCCS,2,50.0
ccc(c)CCNCCS,3,75.0
ccccCCNCCS,3,75.0
cC(N)C(=O)NC(C)C=O,2,50.0
ccCC(=O)NC(C)C=O,3,75.0
ccC(N)CNC(C)C=O,2,50.0
cc(c)CCNC(C)C=O,3,75.0
cccCCNC(C)C=O,3,75.0
CC(C)NC(=O)C(N)cc,2,50.0
CC(C)NC(=O)Cc(c)c,3,75.0
CC(C)NC(=O)Cccc,3,75.0
CC(C)NCC(N)c(c)c,2,50.0
CC(C)NCC(N)ccc,2,50.0
CC(C)NCCc(c)cc,3,75.0
CC(C)NCCcccc,3,75.0
cc(c)C(N)C(=O)NCC,2,50.0
cccC(N)C(=O)NCC,2,50.0
ccc(c)CC(=O)NCC,3,75.0
ccccCC(=O)NCC,3,75.0
ccc(c)C(N)CNCC,2,50.0
ccccC(N)CNCC,2,50.0
cccc(c)CCNCC,3,75.0
ccc(cc)CCNCC,3,75.0
cccccCCNCC,3,75.0
CCNCCccccO,1,25.0
ccC(N)C(=O)NCC=O,2,50.0
cc(c)CC(=O)NCC=O,3,75.0
cccCC(=O)NCC=O,3,75.0
cc(c)C(N)CNCC=O,2,50.0
cccC(N)CNCC=O,2,50.0
ccc(c)CCNCC=O,3,75.0
ccccCCNCC=O,3,75.0
CCNC(=O)C(N)c(c)c,2,50.0
CCNC(=O)C(N)ccc,2,50.0
CCNC(=O)Cc(c)cc,3,75.0
CCNC(=O)Ccccc,3,75.0
CCNCC(N)c(c)cc,2,50.0
CCNCC(N)cccc,2,50.0
CCNCCc(c)ccc,3,75.0
CCNCCc(cc)cc,3,75.0
CCNCCccccc,3,75.0
ccc(c)C(N)C(=O)NC,2,50.0
ccccC(N)C(=O)NC,2,50.0
cccc(c)CC(=O)NC,3,75.0
ccc(cc)CC(=O)NC,3,75.0
cccccCC(=O)NC,3,75.0
CNC(=O)CccccO,1,25.0
cccc(c)C(N)CNC,2,50.0
ccc(cc)C(N)CNC,2,50.0
cccccC(N)CNC,2,50.0
CNCC(N)ccccO,1,25.0
CNCCc1ccccc1,3,75.0
cc(cccO)CCNC,1,25.0
cc(O)cccCCNC,1,25.0
cccc(c)C(N)C(N)=O,2,50.0
ccc(cc)C(N)C(N)=O,2,50.0
cccccC(N)C(N)=O,2,50.0
NC(=O)C(N)ccccO,1,25.0
NC(=O)Cc1ccccc1,3,75.0
cc(cccO)CC(N)=O,1,25.0
cc(O)cccCC(N)=O,1,25.0
NCC(N)c1ccccc1,2,50.0
cc(cccO)C(N)CN,1,25.0
cc(O)cccC(N)CN,1,25.0
NCCc1ccc(O)cc1,1,25.0
NC(C=O)c1ccccc1,2,50.0
cc(cccO)C(N)C=O,1,25.0
cc(O)cccC(N)C=O,1,25.0
O=CCc1ccc(O)cc1,1,25.0
CC(N)c1ccc(O)cc1,1,25.0
CC1N2CC(N)C2SC1(C)C,2,50.0
CC1N2C(=O)CC2SC1(C)C,2,50.0
CC1(C)SC2CCN2C1C=O,2,50.0
CC1(C)SC2CCN2C1CO,2,50.0
CC1(C)SCN(C=O)C1C=O,2,50.0
CC1(C)SCN(C=O)C1CO,2,50.0
CN1CSC(C)(C)C1C(=O)O,2,50.0
CNCC1NC(C)C(C)(C)S1,2,50.0
CC1(C)SC(CN)NC1C=O,2,50.0
CC1(C)SC(CN)NC1CO,2,50.0
CC1NC(C(=O)O)C(C)(C)S1,2,50.0
CC(NC(=O)CN)C(C)(C)S,2,50.0
CNCCNC(C)C(C)(C)S,2,50.0
CC(C)(S)C(C=O)NCCN,2,50.0
CC(C)(S)C(CO)NCCN,2,50.0
CC(=O)NC(C=O)C(C)(C)S,2,50.0
CC(=O)NC(CO)C(C)(C)S,2,50.0
CCNC(C(=O)O)C(C)(C)S,2,50.0
CC(C)(S)C(NC=O)C(=O)O,2,50.0
CC1(C)CN2C(=O)C(N)C2S1,2,50.0
CNC1CN2CC(C)(C)SC12,2,50.0
CC1(C)CNC(CNC=O)S1,2,50.0
CCNCC1NCC(C)(C)S1,2,50.0
CNCC(=O)NCC(C)(C)S,2,50.0
CC(C)(S)CNCCNC=O,2,50.0
CCNCCNCC(C)(C)S,2,50.0
CCC(C)(C)SCC(N)C=O,2,50.0
CCC(C)(C)SCC(C)NC,2,50.0
CC(N)CSC(C)(C)CC=O,2,50.0
CC(N)CSC(C)(C)CCO,2,50.0
CC(C)(CC=O)SCCC=O,2,50.0
CC(C)(CCO)SCCC=O,2,50.0
CCCSC(C)(C)CC(=O)O,2,50.0
CCC(C)(C)SCCNC=O,2,50.0
CCC(C)(C)SCCNCC,2,50.0
CNCCSC(C)(C)CC=O,2,50.0
CNCCSC(C)(C)CCO,2,50.0
CC(C)(CC(=O)O)SCCN,2,50.0
CNC(C=O)CSC(C)(C)C,2,50.0
CC(CSC(C)(C)C)NC=O,2,50.0
CC(CSC(C)(C)C)NCC,2,50.0
CC(=O)NCCSC(C)(C)C,2,50.0
cCCNCCSC(C)(C)C,2,50.0
CC(C)(C)SCCNCCN,1,25.0
CC(C(C)C)N1CC(N)C1=O,2,50.0
CNC1CN(C(C)C(C)C)C1,2,50.0
CC(C)C(C=O)N1CC(N)C1,2,50.0
CC(C)C(CO)N1CC(N)C1,2,50.0
CC(C)C(C=O)N1CCC1=O,2,50.0
CC(C)C(CO)N1CCC1=O,2,50.0
CC(C)C(C(=O)O)N1CCC1,2,50.0
CC(C)C(C(=O)O)N(C)C=O,2,50.0
CC(NCCNC=O)C(C)C,2,50.0
CC(NCCNCC)C(C)C,2,50.0
CNCCNC(C=O)C(C)C,2,50.0
CNCCNC(CO)C(C)C,2,50.0
CC(C)C(NCCN)C(=O)O,2,50.0
CNCC(=O)NC(C)C(C)C,2,50.0
CC(C)C(C=O)NC(=O)CN,2,50.0
CC(C)C(CO)NC(=O)CN,2,50.0
CC(=O)NC(C(=O)O)C(C)C,2,50.0
CNC1CN(CC(C)C)C1=O,2,50.0
CC(C)CN1CC(NC=O)C1,2,50.0
CCNC1CN(CC(C)C)C1,2,50.0
CC(=O)NCCNCC(C)C,2,50.0
cCCNCCNCC(C)C,2,50.0
CC(C)CNCCNCCN,1,25.0
CC(C)CNC(=O)CNC=O,2,50.0
CCNCC(=O)NCC(C)C,2,50.0
CC1C(C)SC2C(N)C(=O)N12,2,50.0
CNC1CN2C(C)C(C)SC12,2,50.0
CC1SC2C(N)CN2C1C=O,2,50.0
CC1SC2C(N)CN2C1CO,2,50.0
CC1SC2CC(=O)N2C1C=O,2,50.0
CC1SC2CC(=O)N2C1CO,2,50.0
CC1SC2CCN2C1C(=O)O,2,50.0
CC1SCN(C=O)C1C(=O)O,2,50.0
CC1NC(CNC=O)SC1C,2,50.0
CC1NC(CNCC)SC1C,2,50.0
CNCC1NC(C=O)C(C)S1,2,50.0
CNCC1NC(CO)C(C)S1,2,50.0
CC1SC(CN)NC1C(=O)O,2,50.0
CNCC(=O)NC(C)C(C)S,2,50.0
CC(S)C(C=O)NC(=O)CN,2,50.0
CC(S)C(CO)NC(=O)CN,2,50.0
CC(NCCNC=O)C(C)S,2,50.0
CC(NCCNCC)C(C)S,2,50.0
CNCCNC(C=O)C(C)S,2,50.0
