Substructure,Frequency,Percentage0
CC1CC(O)C(O)C(OC(C)C(O)CCO)O1,1,20.0
CC1CC(O)C(O)C(OC(C)C(O)C(C)O)O1,1,20.0
CC(O)OC(C)COC1OC(C)CC(O)C1O,1,20.0
CC(COC1OC(C)CC(O)C1O)OCCO,1,20.0
CCOC(CO)COC1OC(C)CC(O)C1O,1,20.0
CC1CC(O)C(O)C(OCC(CO)OCO)O1,1,20.0
CC1CC(O)C(O)C(OCCOC(O)CO)O1,1,20.0
CC1CC(O)C(O)C(OCCC(O)C(O)O)O1,1,20.0
CC1CC(O)C(O)C(OCC(O)CC(O)O)O1,1,20.0
CC1CC(O)C(O)C(OCC(O)C(O)CO)O1,1,20.0
CC1CC(O)CC(OC2CCC(O)OC2C)O1,1,20.0
CC1CC(O)CC(OC2CC(O)COC2C)O1,1,20.0
CC1CC(O)CC(OC2C(O)CCOC2C)O1,1,20.0
CC1CC(O)CC(OC2CCCOC2CO)O1,1,20.0
CC1CC(O)CC(OC(CO)C(C)OCO)O1,1,20.0
CC1CC(O)CC(OC(C)C(CO)OCO)O1,1,20.0
COC(CO)C(CO)OC1CC(O)CC(C)O1,1,20.0
CC1CC(O)CC(OC(C(C)O)C(O)CO)O1,1,20.0
CC1CC(O)CC(OC(CCO)C(O)CO)O1,1,20.0
CC1CC(O)CC(OC2COC(O)C(O)C2)O1,1,20.0
CC1CC(O)CC(OC2COC(O)CC2O)O1,1,20.0
CC1CC(O)CC(OC2COCC(O)C2O)O1,1,20.0
CCC(CC(O)CO)OC1CC(O)CC(C)O1,1,20.0
CCC(OC1CC(O)CC(C)O1)C(O)CCO,1,20.0
CC1CC(O)CC(OC(CCO)CCCO)O1,1,20.0
CCC(OC1CC(O)CC(C)O1)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OC1CC(O)CC(C)O1,1,20.0
CCC(O)C(CCO)OC1CC(O)CC(C)O1,1,20.0
CC1CC(O)CC(OC(C)C(O)C(O)CO)O1,1,20.0
CC(COC1CC(O)CC(C)O1)OC(O)CO,1,20.0
CC(O)OC(CO)COC1CC(O)CC(C)O1,1,20.0
CC1CC(O)CC(OCC(CO)OCCO)O1,1,20.0
CC1CC(O)CC(OCC(O)C(O)C(O)O)O1,1,20.0
CC1CCC(O)C(OC2CCC(O)OC2C)O1,1,20.0
CC1CCC(O)C(OC2CC(O)COC2C)O1,1,20.0
CC1CCC(O)C(OC2C(O)CCOC2C)O1,1,20.0
CC1CCC(O)C(OC2CCCOC2CO)O1,1,20.0
CC1CCC(O)C(OC(CO)C(C)OCO)O1,1,20.0
CC1CCC(O)C(OC(C)C(CO)OCO)O1,1,20.0
COC(CO)C(CO)OC1OC(C)CCC1O,1,20.0
CC1CCC(O)C(OC(C(C)O)C(O)CO)O1,1,20.0
CC1CCC(O)C(OC(CCO)C(O)CO)O1,1,20.0
CC1CCC(O)C(OC2COC(O)C(O)C2)O1,1,20.0
CC1CCC(O)C(OC2COC(O)CC2O)O1,1,20.0
CC1CCC(O)C(OC2COCC(O)C2O)O1,1,20.0
CCC(CC(O)CO)OC1OC(C)CCC1O,1,20.0
CCC(OC1OC(C)CCC1O)C(O)CCO,1,20.0
CC1CCC(O)C(OC(CCO)CCCO)O1,1,20.0
CCC(OC1OC(C)CCC1O)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OC1OC(C)CCC1O,1,20.0
CCC(O)C(CCO)OC1OC(C)CCC1O,1,20.0
CC1CCC(O)C(OC(C)C(O)C(O)CO)O1,1,20.0
CC(COC1OC(C)CCC1O)OC(O)CO,1,20.0
CC(O)OC(CO)COC1OC(C)CCC1O,1,20.0
CC1CCC(O)C(OCC(CO)OCCO)O1,1,20.0
CC1CCC(O)C(OCC(O)C(O)C(O)O)O1,1,20.0
CC1CCCC(OC2CC(O)C(O)OC2C)O1,1,20.0
CC1CCCC(OC2C(O)CC(O)OC2C)O1,1,20.0
CC1CCCC(OC2CCC(O)OC2CO)O1,1,20.0
CC1CCCC(OC2C(C)OCC(O)C2O)O1,1,20.0
CC1CCCC(OC2CC(O)COC2CO)O1,1,20.0
CC1CCCC(OC2C(O)CCOC2CO)O1,1,20.0
CC1CCCC(OC(CO)C(CO)OCO)O1,1,20.0
CC1CCCC(OC(C(O)CO)C(O)CO)O1,1,20.0
CC1CCCC(OC2COC(O)C(O)C2O)O1,1,20.0
CCC(OC1CCCC(C)O1)C(O)C(O)CO,1,20.0
CC1CCCC(OC(CCO)CC(O)CO)O1,1,20.0
CC1CCCC(OC(CCO)C(O)CCO)O1,1,20.0
CC1CCCC(OC(CCO)C(O)C(C)O)O1,1,20.0
CC1CCCC(OCC(CO)OC(O)CO)O1,1,20.0
CC(CCO)OCOC1CC(O)C(O)OC1C,1,20.0
CC(CCO)OCOC1C(O)CC(O)OC1C,1,20.0
CC(CCO)OCOC1CCC(O)OC1CO,1,20.0
CC(CCO)OCOC1C(C)OCC(O)C1O,1,20.0
CC(CCO)OCOC1CC(O)COC1CO,1,20.0
CC(CCO)OCOC1C(O)CCOC1CO,1,20.0
CC(CCO)OCOC(CO)C(CO)OCO,1,20.0
CC(CCO)OCOC(C(O)CO)C(O)CO,1,20.0
CC(CCO)OCOC1COC(O)C(O)C1O,1,20.0
CCC(OCOC(C)CCO)C(O)C(O)CO,1,20.0
CC(CCO)OCOC(CCO)CC(O)CO,1,20.0
CC(CCO)OCOC(CCO)C(O)CCO,1,20.0
CC(CCO)OCOC(CCO)C(O)C(C)O,1,20.0
CC(CCO)OCOCC(CO)OC(O)CO,1,20.0
CCC(C)OCOC1C(C)OC(O)C(O)C1O,1,20.0
CCC(C)OCOC1CC(O)C(O)OC1CO,1,20.0
CCC(C)OCOC1C(O)CC(O)OC1CO,1,20.0
CCC(C)OCOC1C(CO)OCC(O)C1O,1,20.0
CCC(C)OCOC(CCO)C(O)C(O)CO,1,20.0
CC(C)OC(CO)OC1CC(O)C(O)OC1C,1,20.0
CC(C)OC(CO)OC1C(O)CC(O)OC1C,1,20.0
CC(C)OC(CO)OC1CCC(O)OC1CO,1,20.0
CC(C)OC(CO)OC1C(C)OCC(O)C1O,1,20.0
CC(C)OC(CO)OC1CC(O)COC1CO,1,20.0
CC(C)OC(CO)OC1C(O)CCOC1CO,1,20.0
CC(C)OC(CO)OC(CO)C(CO)OCO,1,20.0
CC(C)OC(CO)OC(C(O)CO)C(O)CO,1,20.0
CC(C)OC(CO)OC1COC(O)C(O)C1O,1,20.0
CCC(OC(CO)OC(C)C)C(O)C(O)CO,1,20.0
CC(C)OC(CO)OC(CCO)CC(O)CO,1,20.0
CC(C)OC(CO)OC(CCO)C(O)CCO,1,20.0
CC(C)OC(CO)OC(CCO)C(O)C(C)O,1,20.0
CC(C)OC(CO)OCC(CO)OC(O)CO,1,20.0
CC(C)OC(C)OC1C(C)OC(O)C(O)C1O,1,20.0
CC(C)OC(C)OC1CC(O)C(O)OC1CO,1,20.0
CC(C)OC(C)OC1C(O)CC(O)OC1CO,1,20.0
CC(C)OC(C)OC1C(CO)OCC(O)C1O,1,20.0
CC(C)OC(C)OC(CCO)C(O)C(O)CO,1,20.0
CC(C)OCOC1C(CO)OC(O)C(O)C1O,1,20.0
CCC(O)C(O)C(O)COC1CCCOC1C,1,20.0
CCC(O)C(O)C(O)COC(C)C(C)OCO,1,20.0
CCC(O)C(O)C(O)COC(CO)C(C)OC,1,20.0
CCC(O)C(O)C(O)COC(C)C(CO)OC,1,20.0
CCC(O)C(O)C(O)COC(CCO)C(C)O,1,20.0
CCC(O)C(O)C(O)COC(C(C)O)C(C)O,1,20.0
CCC(O)C(O)C(O)COC(CC)C(O)CO,1,20.0
CCC(O)C(O)C(O)COC(CO)C(O)CO,1,20.0
CCC(O)C(O)C(O)COC1CCC(O)OC1,1,20.0
CCC(O)C(O)C(O)COC1COCC(O)C1,1,20.0
CCC(O)C(O)C(O)COC1COCCC1O,1,20.0
CCC(O)C(O)C(O)COC(CO)COCO,1,20.0
CCC(CCCO)OCC(O)C(O)C(O)CC,1,20.0
CCC(CC(C)O)OCC(O)C(O)C(O)CC,1,20.0
CCC(O)C(CC)OCC(O)C(O)C(O)CC,1,20.0
CCCC(CCO)OCC(O)C(O)C(O)CC,1,20.0
CCC(O)C(O)C(O)COC(CCO)CCO,1,20.0
CCC(O)C(O)C(O)COC(C)CC(O)CO,1,20.0
CCC(O)C(O)C(O)COC(C)C(O)CCO,1,20.0
CCC(O)C(O)C(O)COC(C)C(O)C(C)O,1,20.0
CCC(O)C(O)C(O)COCC(C)OC(C)O,1,20.0
CCC(O)C(O)C(O)COCC(C)OCCO,1,20.0
CCOC(CO)COCC(O)C(O)C(O)CC,1,20.0
CCC(O)C(O)C(O)COCC(CO)OCO,1,20.0
CCC(O)C(O)C(O)COCCOC(O)CO,1,20.0
CCC(O)C(O)C(O)COCCC(O)C(O)O,1,20.0
CCC(O)C(O)C(O)COCC(O)CC(O)O,1,20.0
CCC(O)C(O)C(O)COCC(O)C(O)CO,1,20.0
CCC(O)C(O)CCOC1CCC(O)OC1C,1,20.0
CCC(O)C(O)CCOC1CC(O)COC1C,1,20.0
CCC(O)C(O)CCOC1C(O)CCOC1C,1,20.0
CCC(O)C(O)CCOC1CCCOC1CO,1,20.0
CCC(O)C(O)CCOC(CO)C(C)OCO,1,20.0
CCC(O)C(O)CCOC(C)C(CO)OCO,1,20.0
CCC(O)C(O)CCOC(CO)C(CO)OC,1,20.0
CCC(O)C(O)CCOC(C(C)O)C(O)CO,1,20.0
CCC(O)C(O)CCOC(CCO)C(O)CO,1,20.0
CCC(O)C(O)CCOC1COC(O)C(O)C1,1,20.0
CCC(O)C(O)CCOC1COC(O)CC1O,1,20.0
CCC(O)C(O)CCOC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OCCC(O)C(O)CC,1,20.0
CCC(O)C(O)CCOC(CC)C(O)CCO,1,20.0
CCC(O)C(O)CCOC(CCO)CCCO,1,20.0
CCC(O)C(O)CCOC(CC)C(O)C(C)O,1,20.0
CCC(O)C(O)CCOC(CCO)CC(C)O,1,20.0
CCC(O)C(O)CCOC(CCO)C(O)CC,1,20.0
CCC(O)C(O)CCOC(C)C(O)C(O)CO,1,20.0
CCC(O)C(O)CCOCC(C)OC(O)CO,1,20.0
CCC(O)C(O)CCOCC(CO)OC(C)O,1,20.0
CCC(O)C(O)CCOCC(CO)OCCO,1,20.0
CCC(O)C(O)CCOCC(O)C(O)C(O)O,1,20.0
CCC(O)CC(O)COC1CCC(O)OC1C,1,20.0
CCC(O)CC(O)COC1CC(O)COC1C,1,20.0
CCC(O)CC(O)COC1C(O)CCOC1C,1,20.0
CCC(O)CC(O)COC1CCCOC1CO,1,20.0
CCC(O)CC(O)COC(CO)C(C)OCO,1,20.0
CCC(O)CC(O)COC(C)C(CO)OCO,1,20.0
CCC(O)CC(O)COC(CO)C(CO)OC,1,20.0
CCC(O)CC(O)COC(C(C)O)C(O)CO,1,20.0
CCC(O)CC(O)COC(CCO)C(O)CO,1,20.0
CCC(O)CC(O)COC1COC(O)C(O)C1,1,20.0
CCC(O)CC(O)COC1COC(O)CC1O,1,20.0
CCC(O)CC(O)COC1COCC(O)C1O,1,20.0
CCC(O)CC(O)COC(CC)CC(O)CO,1,20.0
CCC(O)CC(O)COC(CC)C(O)CCO,1,20.0
CCC(O)CC(O)COC(CCO)CCCO,1,20.0
CCC(O)CC(O)COC(CC)C(O)C(C)O,1,20.0
CCC(O)CC(O)COC(CCO)CC(C)O,1,20.0
CCC(O)CC(O)COC(CCO)C(O)CC,1,20.0
CCC(O)CC(O)COC(C)C(O)C(O)CO,1,20.0
CCC(O)CC(O)COCC(C)OC(O)CO,1,20.0
CCC(O)CC(O)COCC(CO)OC(C)O,1,20.0
CCC(O)CC(O)COCC(CO)OCCO,1,20.0
CCC(O)CC(O)COCC(O)C(O)C(O)O,1,20.0
CCC(O)CCCOC1CC(O)C(O)OC1C,1,20.0
CCC(O)CCCOC1C(O)CC(O)OC1C,1,20.0
CCC(O)CCCOC1CCC(O)OC1CO,1,20.0
CCC(O)CCCOC1C(C)OCC(O)C1O,1,20.0
CCC(O)CCCOC1CC(O)COC1CO,1,20.0
CCC(O)CCCOC1C(O)CCOC1CO,1,20.0
CCC(O)CCCOC(CO)C(CO)OCO,1,20.0
CCC(O)CCCOC(C(O)CO)C(O)CO,1,20.0
CCC(O)CCCOC1COC(O)C(O)C1O,1,20.0
CCC(O)CCCOC(CC)C(O)C(O)CO,1,20.0
CCC(O)CCCOC(CCO)CC(O)CO,1,20.0
CCC(O)CCCOC(CCO)C(O)CCO,1,20.0
CCC(O)CCCOC(CCO)C(O)C(C)O,1,20.0
CCC(O)CCCOCC(CO)OC(O)CO,1,20.0
CCCC(O)C(O)COC1CCC(O)OC1C,1,20.0
CCCC(O)C(O)COC1CC(O)COC1C,1,20.0
CCCC(O)C(O)COC1C(O)CCOC1C,1,20.0
CCCC(O)C(O)COC1CCCOC1CO,1,20.0
CCCC(O)C(O)COC(CO)C(C)OCO,1,20.0
CCCC(O)C(O)COC(C)C(CO)OCO,1,20.0
CCCC(O)C(O)COC(CO)C(CO)OC,1,20.0
CCCC(O)C(O)COC(C(C)O)C(O)CO,1,20.0
CCCC(O)C(O)COC(CCO)C(O)CO,1,20.0
CCCC(O)C(O)COC1COC(O)C(O)C1,1,20.0
CCCC(O)C(O)COC1COC(O)CC1O,1,20.0
CCCC(O)C(O)COC1COCC(O)C1O,1,20.0
CCCC(O)C(O)COC(CC)CC(O)CO,1,20.0
CCCC(O)C(O)COC(CC)C(O)CCO,1,20.0
CCCC(O)C(O)COC(CCO)CCCO,1,20.0
CCCC(O)C(O)COC(CC)C(O)C(C)O,1,20.0
CCCC(O)C(O)COC(CCO)CC(C)O,1,20.0
CCCC(O)C(O)COC(CCO)C(O)CC,1,20.0
CCCC(O)C(O)COC(C)C(O)C(O)CO,1,20.0
CCCC(O)C(O)COCC(C)OC(O)CO,1,20.0
CCCC(O)C(O)COCC(CO)OC(C)O,1,20.0
CCCC(O)C(O)COCC(CO)OCCO,1,20.0
CCCC(O)C(O)COCC(O)C(O)C(O)O,1,20.0
CCCC(O)CCOC1CC(O)C(O)OC1C,1,20.0
CCCC(O)CCOC1C(O)CC(O)OC1C,1,20.0
CCCC(O)CCOC1CCC(O)OC1CO,1,20.0
CCCC(O)CCOC1C(C)OCC(O)C1O,1,20.0
CCCC(O)CCOC1CC(O)COC1CO,1,20.0
CCCC(O)CCOC1C(O)CCOC1CO,1,20.0
CCCC(O)CCOC(CO)C(CO)OCO,1,20.0
CCCC(O)CCOC(C(O)CO)C(O)CO,1,20.0
CCCC(O)CCOC1COC(O)C(O)C1O,1,20.0
CCCC(O)CCOC(CC)C(O)C(O)CO,1,20.0
CCCC(O)CCOC(CCO)CC(O)CO,1,20.0
CCCC(O)CCOC(CCO)C(O)CCO,1,20.0
CCCC(O)CCOC(CCO)C(O)C(C)O,1,20.0
CCCC(O)CCOCC(CO)OC(O)CO,1,20.0
CCCCC(O)COC1CC(O)C(O)OC1C,1,20.0
CCCCC(O)COC1C(O)CC(O)OC1C,1,20.0
CCCCC(O)COC1CCC(O)OC1CO,1,20.0
CCCCC(O)COC1C(C)OCC(O)C1O,1,20.0
CCCCC(O)COC1CC(O)COC1CO,1,20.0
CCCCC(O)COC1C(O)CCOC1CO,1,20.0
CCCCC(O)COC(CO)C(CO)OCO,1,20.0
CCCCC(O)COC(C(O)CO)C(O)CO,1,20.0
CCCCC(O)COC1COC(O)C(O)C1O,1,20.0
CCCCC(O)COC(CC)C(O)C(O)CO,1,20.0
CCCCC(O)COC(CCO)CC(O)CO,1,20.0
CCCCC(O)COC(CCO)C(O)CCO,1,20.0
CCCCC(O)COC(CCO)C(O)C(C)O,1,20.0
CCCCC(O)COCC(CO)OC(O)CO,1,20.0
CCCCCCOC1C(C)OC(O)C(O)C1O,1,20.0
CCCCCCOC1CC(O)C(O)OC1CO,1,20.0
CCCCCCOC1C(O)CC(O)OC1CO,1,20.0
CCCCCCOC1C(CO)OCC(O)C1O,1,20.0
CCCCCCOC(CCO)C(O)C(O)CO,1,20.0
CCOC(OC1CCC(O)OC1C)C(O)CO,1,20.0
CCOC(OC1CC(O)COC1C)C(O)CO,1,20.0
CCOC(OC1C(O)CCOC1C)C(O)CO,1,20.0
CCOC(OC1CCCOC1CO)C(O)CO,1,20.0
CCOC(OC(CO)C(C)OCO)C(O)CO,1,20.0
CCOC(OC(C)C(CO)OCO)C(O)CO,1,20.0
CCOC(OC(CO)C(CO)OC)C(O)CO,1,20.0
CCOC(OC(C(C)O)C(O)CO)C(O)CO,1,20.0
CCOC(OC(CCO)C(O)CO)C(O)CO,1,20.0
CCOC(OC1COC(O)C(O)C1)C(O)CO,1,20.0
CCOC(OC1COC(O)CC1O)C(O)CO,1,20.0
CCOC(OC1COCC(O)C1O)C(O)CO,1,20.0
CCOC(OC(CC)CC(O)CO)C(O)CO,1,20.0
CCOC(OC(CC)C(O)CCO)C(O)CO,1,20.0
CCOC(OC(CCO)CCCO)C(O)CO,1,20.0
CCOC(OC(CC)C(O)C(C)O)C(O)CO,1,20.0
CCOC(OC(CCO)CC(C)O)C(O)CO,1,20.0
CCOC(OC(CCO)C(O)CC)C(O)CO,1,20.0
CCOC(OC(C)C(O)C(O)CO)C(O)CO,1,20.0
CCOC(OCC(C)OC(O)CO)C(O)CO,1,20.0
CCOC(OCC(CO)OC(C)O)C(O)CO,1,20.0
CCOC(OCC(CO)OCCO)C(O)CO,1,20.0
CCOC(OCC(O)C(O)C(O)O)C(O)CO,1,20.0
CCOC(CCO)OC1CC(O)C(O)OC1C,1,20.0
CCOC(CCO)OC1C(O)CC(O)OC1C,1,20.0
CCOC(CCO)OC1CCC(O)OC1CO,1,20.0
CCOC(CCO)OC1C(C)OCC(O)C1O,1,20.0
CCOC(CCO)OC1CC(O)COC1CO,1,20.0
CCOC(CCO)OC1C(O)CCOC1CO,1,20.0
CCOC(CCO)OC(CO)C(CO)OCO,1,20.0
CCOC(CCO)OC(C(O)CO)C(O)CO,1,20.0
CCOC(CCO)OC1COC(O)C(O)C1O,1,20.0
CCOC(CCO)OC(CC)C(O)C(O)CO,1,20.0
CCOC(CCO)OC(CCO)CC(O)CO,1,20.0
CCOC(CCO)OC(CCO)C(O)CCO,1,20.0
CCOC(CCO)OC(CCO)C(O)C(C)O,1,20.0
CCOC(CCO)OCC(CO)OC(O)CO,1,20.0
CCOC(OC1CC(O)C(O)OC1C)C(C)O,1,20.0
CCOC(OC1C(O)CC(O)OC1C)C(C)O,1,20.0
CCOC(OC1CCC(O)OC1CO)C(C)O,1,20.0
CCOC(OC1C(C)OCC(O)C1O)C(C)O,1,20.0
CCOC(OC1CC(O)COC1CO)C(C)O,1,20.0
CCOC(OC1C(O)CCOC1CO)C(C)O,1,20.0
CCOC(OC(CO)C(CO)OCO)C(C)O,1,20.0
CCOC(OC(C(O)CO)C(O)CO)C(C)O,1,20.0
CCOC(OC1COC(O)C(O)C1O)C(C)O,1,20.0
CCOC(OC(CC)C(O)C(O)CO)C(C)O,1,20.0
CCOC(OC(CCO)CC(O)CO)C(C)O,1,20.0
CCOC(OC(CCO)C(O)CCO)C(C)O,1,20.0
CCOC(OC(CCO)C(O)C(C)O)C(C)O,1,20.0
CCOC(OCC(CO)OC(O)CO)C(C)O,1,20.0
CCOC(CC)OC1C(C)OC(O)C(O)C1O,1,20.0
CCOC(CC)OC1CC(O)C(O)OC1CO,1,20.0
CCOC(CC)OC1C(O)CC(O)OC1CO,1,20.0
CCOC(CC)OC1C(CO)OCC(O)C1O,1,20.0
CCOC(CC)OC(CCO)C(O)C(O)CO,1,20.0
CCOC(CO)OC1C(C)OC(O)C(O)C1O,1,20.0
CCOC(CO)OC1CC(O)C(O)OC1CO,1,20.0
CCOC(CO)OC1C(O)CC(O)OC1CO,1,20.0
CCOC(CO)OC1C(CO)OCC(O)C1O,1,20.0
CCOC(CO)OC(CCO)C(O)C(O)CO,1,20.0
CCOC(C)OC1C(CO)OC(O)C(O)C1O,1,20.0
CC1OCCCC1OC1OCC(O)C(O)C1O,1,20.0
CC(OCO)C(C)OC1OCC(O)C(O)C1O,1,20.0
COC(C)C(CO)OC1OCC(O)C(O)C1O,1,20.0
COC(CO)C(C)OC1OCC(O)C(O)C1O,1,20.0
CC(O)C(CCO)OC1OCC(O)C(O)C1O,1,20.0
CC(O)C(OC1OCC(O)C(O)C1O)C(C)O,1,20.0
CCC(OC1OCC(O)C(O)C1O)C(O)CO,1,20.0
OCC(O)C(CO)OC1OCC(O)C(O)C1O,1,20.0
OC1CCC(OC2OCC(O)C(O)C2O)CO1,1,20.0
OC1COCC(OC2OCC(O)C(O)C2O)C1,1,20.0
OC1CCOCC1OC1OCC(O)C(O)C1O,1,20.0
OCOCC(CO)OC1OCC(O)C(O)C1O,1,20.0
CCC(CCCO)OC1OCC(O)C(O)C1O,1,20.0
CCC(CC(C)O)OC1OCC(O)C(O)C1O,1,20.0
CCC(O)C(CC)OC1OCC(O)C(O)C1O,1,20.0
CCCC(CCO)OC1OCC(O)C(O)C1O,1,20.0
OCCC(CCO)OC1OCC(O)C(O)C1O,1,20.0
CC(CC(O)CO)OC1OCC(O)C(O)C1O,1,20.0
CC(OC1OCC(O)C(O)C1O)C(O)CCO,1,20.0
CC(O)C(O)C(C)OC1OCC(O)C(O)C1O,1,20.0
CC(O)OC(C)COC1OCC(O)C(O)C1O,1,20.0
CC(COC1OCC(O)C(O)C1O)OCCO,1,20.0
CCOC(CO)COC1OCC(O)C(O)C1O,1,20.0
OCOC(CO)COC1OCC(O)C(O)C1O,1,20.0
OCC(O)OCCOC1OCC(O)C(O)C1O,1,20.0
OC(O)C(O)CCOC1OCC(O)C(O)C1O,1,20.0
OC(O)CC(O)COC1OCC(O)C(O)C1O,1,20.0
OCC(O)C(O)COC1OCC(O)C(O)C1O,1,20.0
CC1OC(O)CCC1OC1CC(O)C(O)CO1,1,20.0
CC1OCC(O)CC1OC1CC(O)C(O)CO1,1,20.0
CC1OCCC(O)C1OC1CC(O)C(O)CO1,1,20.0
OCC1OCCCC1OC1CC(O)C(O)CO1,1,20.0
CC(OCO)C(CO)OC1CC(O)C(O)CO1,1,20.0
CC(OC1CC(O)C(O)CO1)C(CO)OCO,1,20.0
COC(CO)C(CO)OC1CC(O)C(O)CO1,1,20.0
CC(O)C(OC1CC(O)C(O)CO1)C(O)CO,1,20.0
OCCC(OC1CC(O)C(O)CO1)C(O)CO,1,20.0
OC1COC(OC2COC(O)C(O)C2)CC1O,1,20.0
OC1CC(O)C(OC2CC(O)C(O)CO2)CO1,1,20.0
OC1COC(OC2COCC(O)C2O)CC1O,1,20.0
CCC(CC(O)CO)OC1CC(O)C(O)CO1,1,20.0
CCC(OC1CC(O)C(O)CO1)C(O)CCO,1,20.0
OCCCC(CCO)OC1CC(O)C(O)CO1,1,20.0
CCC(OC1CC(O)C(O)CO1)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OC1CC(O)C(O)CO1,1,20.0
CCC(O)C(CCO)OC1CC(O)C(O)CO1,1,20.0
CC(OC1CC(O)C(O)CO1)C(O)C(O)CO,1,20.0
CC(COC1CC(O)C(O)CO1)OC(O)CO,1,20.0
CC(O)OC(CO)COC1CC(O)C(O)CO1,1,20.0
OCCOC(CO)COC1CC(O)C(O)CO1,1,20.0
OC(O)C(O)C(O)COC1CC(O)C(O)CO1,1,20.0
CC1OC(O)CCC1OC1OCC(O)CC1O,1,20.0
CC1OCC(O)CC1OC1OCC(O)CC1O,1,20.0
CC1OCCC(O)C1OC1OCC(O)CC1O,1,20.0
OCC1OCCCC1OC1OCC(O)CC1O,1,20.0
CC(OCO)C(CO)OC1OCC(O)CC1O,1,20.0
CC(OC1OCC(O)CC1O)C(CO)OCO,1,20.0
COC(CO)C(CO)OC1OCC(O)CC1O,1,20.0
CC(O)C(OC1OCC(O)CC1O)C(O)CO,1,20.0
OCCC(OC1OCC(O)CC1O)C(O)CO,1,20.0
OC1COC(OC2COC(O)C(O)C2)C(O)C1,1,20.0
OC1COC(OC2COC(O)CC2O)C(O)C1,1,20.0
OC1COC(OC2COCC(O)C2O)C(O)C1,1,20.0
CCC(CC(O)CO)OC1OCC(O)CC1O,1,20.0
CCC(OC1OCC(O)CC1O)C(O)CCO,1,20.0
OCCCC(CCO)OC1OCC(O)CC1O,1,20.0
CCC(OC1OCC(O)CC1O)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OC1OCC(O)CC1O,1,20.0
CCC(O)C(CCO)OC1OCC(O)CC1O,1,20.0
CC(OC1OCC(O)CC1O)C(O)C(O)CO,1,20.0
CC(COC1OCC(O)CC1O)OC(O)CO,1,20.0
CC(O)OC(CO)COC1OCC(O)CC1O,1,20.0
OCCOC(CO)COC1OCC(O)CC1O,1,20.0
OC1COC(OCC(O)C(O)C(O)O)C(O)C1,1,20.0
CC1OC(O)C(O)CC1OC1CCC(O)CO1,1,20.0
CC1OC(O)CC(O)C1OC1CCC(O)CO1,1,20.0
OCC1OC(O)CCC1OC1CCC(O)CO1,1,20.0
CC1OCC(O)C(O)C1OC1CCC(O)CO1,1,20.0
OCC1OCC(O)CC1OC1CCC(O)CO1,1,20.0
OCC1OCCC(O)C1OC1CCC(O)CO1,1,20.0
OCOC(CO)C(CO)OC1CCC(O)CO1,1,20.0
OCC(O)C(OC1CCC(O)CO1)C(O)CO,1,20.0
OC1CCC(OC2COC(O)C(O)C2O)OC1,1,20.0
CCC(OC1CCC(O)CO1)C(O)C(O)CO,1,20.0
OCCC(CC(O)CO)OC1CCC(O)CO1,1,20.0
OCCC(O)C(CCO)OC1CCC(O)CO1,1,20.0
CC(O)C(O)C(CCO)OC1CCC(O)CO1,1,20.0
OCC(O)OC(CO)COC1CCC(O)CO1,1,20.0
CC1OC(O)C(O)CC1OCOCC(O)CO,1,20.0
CC1OC(O)CC(O)C1OCOCC(O)CO,1,20.0
OCC(O)COCOC1CCC(O)OC1CO,1,20.0
CC1OCC(O)C(O)C1OCOCC(O)CO,1,20.0
OCC(O)COCOC1CC(O)COC1CO,1,20.0
OCC(O)COCOC1C(O)CCOC1CO,1,20.0
OCOC(CO)C(CO)OCOCC(O)CO,1,20.0
OCC(O)COCOC(C(O)CO)C(O)CO,1,20.0
OCC(O)COCOC1COC(O)C(O)C1O,1,20.0
CCC(OCOCC(O)CO)C(O)C(O)CO,1,20.0
OCCC(CC(O)CO)OCOCC(O)CO,1,20.0
OCCC(O)C(CCO)OCOCC(O)CO,1,20.0
CC(O)C(O)C(CCO)OCOCC(O)CO,1,20.0
OCC(O)COCOCC(CO)OC(O)CO,1,20.0
CC(O)COCOC1C(C)OC(O)C(O)C1O,1,20.0
CC(O)COCOC1CC(O)C(O)OC1CO,1,20.0
CC(O)COCOC1C(O)CC(O)OC1CO,1,20.0
CC(O)COCOC1C(CO)OCC(O)C1O,1,20.0
CC(O)COCOC(CCO)C(O)C(O)CO,1,20.0
CC1OC(O)CCC1OC1OCCC(O)C1O,1,20.0
CC1OCC(O)CC1OC1OCCC(O)C1O,1,20.0
CC1OCCC(O)C1OC1OCCC(O)C1O,1,20.0
OCC1OCCCC1OC1OCCC(O)C1O,1,20.0
CC(OCO)C(CO)OC1OCCC(O)C1O,1,20.0
CC(OC1OCCC(O)C1O)C(CO)OCO,1,20.0
COC(CO)C(CO)OC1OCCC(O)C1O,1,20.0
CC(O)C(OC1OCCC(O)C1O)C(O)CO,1,20.0
OCCC(OC1OCCC(O)C1O)C(O)CO,1,20.0
OC1CC(OC2OCCC(O)C2O)COC1O,1,20.0
OC1CC(O)C(OC2OCCC(O)C2O)CO1,1,20.0
OC1COCC(OC2OCCC(O)C2O)C1O,1,20.0
