Substructure,Frequency,Percentage0
CCCC(O)CCOCC,1,20.0
CCCCC(O)COCC,1,20.0
CCCCCCOC(C)C,1,20.0
CCCCCCOCCO,1,20.0
CCCCCCOCCC,1,20.0
CCOC(OC)C(O)CO,1,20.0
CCOC(CCO)OCC,1,20.0
CCOC(OCC)C(C)O,1,20.0
CCOC(CC)OC(C)C,1,20.0
CCCOC(CC)OCC,1,20.0
CCCOC(CO)OCC,1,20.0
CCOC(C)OC(C)CC,1,20.0
CCOC(C)OCC(C)O,1,20.0
CCOC(C)OCCOC,1,20.0
CCOC(C)OCCCO,1,20.0
CCCCOC(C)OCC,1,20.0
CCOCOC(C)COC,1,20.0
CCOCOC(CC)CC,1,20.0
CCCC(C)OCOCC,1,20.0
CCOCOCC(C)OC,1,20.0
CCOCOCC(O)CO,1,20.0
CCOCCOCOCC,1,20.0
CCOCOCCOCO,1,20.0
CCOCOCCCCO,1,20.0
CCOCOCCC(C)O,1,20.0
CCOCOCC(O)CC,1,20.0
OC1COC(O)C(O)C1O,1,20.0
COC1CC(O)C(O)CO1,1,20.0
COC1OCC(O)CC1O,1,20.0
CCOC1CCC(O)CO1,1,20.0
CCCOCOCC(C)O,1,20.0
COC1OCCC(O)C1O,1,20.0
CCOC1CC(O)CCO1,1,20.0
CCOC1OCCCC1O,1,20.0
CC(C)OC1CCCCO1,1,20.0
OCCOC1CCCCO1,1,20.0
CCCOC1CCCCO1,1,20.0
CCCOCOCCCO,1,20.0
CCCOCOCCOC,1,20.0
CCCCOCOCCC,1,20.0
COCC(O)C(O)C(C)O,1,20.0
CCOCCC(O)C(C)O,1,20.0
CCOCC(O)CC(C)O,1,20.0
CC(O)CCCOC(C)C,1,20.0
CC(O)CCCOCCO,1,20.0
CCCOCCCC(C)O,1,20.0
CCOCC(O)C(O)CC,1,20.0
CCC(O)CCOC(C)C,1,20.0
CCC(O)CCOCCO,1,20.0
CCCOCCC(O)CC,1,20.0
CCCC(O)COC(C)C,1,20.0
CCCC(O)COCCO,1,20.0
CCCOCC(O)CCC,1,20.0
CCCCCOC(C)CO,1,20.0
CCCCCOC(C)CC,1,20.0
CCCCCOCC(C)O,1,20.0
CCCCCOCCOC,1,20.0
CCCCCOCCCO,1,20.0
CCCCCOCCCC,1,20.0
COC(CCO)OC(C)C,1,20.0
CCCOC(CCO)OC,1,20.0
COC(OC(C)C)C(C)O,1,20.0
CCCOC(OC)C(C)O,1,20.0
CCC(OC)OC(C)CO,1,20.0
CCC(C)OC(CC)OC,1,20.0
CCC(OC)OCC(C)O,1,20.0
CCC(OC)OCCOC,1,20.0
CCC(OC)OCCCO,1,20.0
CCCCOC(CC)OC,1,20.0
CCC(C)OC(CO)OC,1,20.0
COC(CO)OCC(C)O,1,20.0
COCCOC(CO)OC,1,20.0
COC(CO)OCCCO,1,20.0
CCCCOC(CO)OC,1,20.0
COC(C)OC(C)C(C)O,1,20.0
COCC(C)OC(C)OC,1,20.0
CCC(CO)OC(C)OC,1,20.0
CCC(CC)OC(C)OC,1,20.0
COC(C)OC(C)CCO,1,20.0
CCCC(C)OC(C)OC,1,20.0
COC(C)COC(C)OC,1,20.0
COC(C)OCC(O)CO,1,20.0
CCOCCOC(C)OC,1,20.0
COC(C)OCCOCO,1,20.0
COC(C)OCCCCO,1,20.0
COC(C)OCCC(C)O,1,20.0
CCC(O)COC(C)OC,1,20.0
COCOC(C)C(C)OC,1,20.0
CCC(OCOC)C(C)O,1,20.0
COCOC1CCCOC1,1,20.0
COCOC(C)COCO,1,20.0
COCOC(CO)COC,1,20.0
CCCC(CC)OCOC,1,20.0
CCC(CCO)OCOC,1,20.0
COCOC(C)CCCO,1,20.0
COCOC(C)CC(C)O,1,20.0
CCC(O)C(C)OCOC,1,20.0
CCOC(C)COCOC,1,20.0
COCOCC(C)OCO,1,20.0
COCOCC(CO)OC,1,20.0
COCOCCOC(C)O,1,20.0
COCOCCOCCO,1,20.0
COCOCCCC(O)O,1,20.0
COCOCCC(O)CO,1,20.0
COCOCC(O)CCO,1,20.0
COCOCC(O)C(C)O,1,20.0
COC(O)C(O)C(O)CO,1,20.0
CCOCC(O)C(O)CO,1,20.0
CCOC(O)CC(O)CO,1,20.0
CC(C)OCCC(O)CO,1,20.0
OCCOCCC(O)CO,1,20.0
CCCOCCC(O)CO,1,20.0
CCOC(O)C(O)CCO,1,20.0
CC(C)OCC(O)CCO,1,20.0
OCCOCC(O)CCO,1,20.0
CCCOCC(O)CCO,1,20.0
CC(C)OC(O)CCCO,1,20.0
OCCCC(O)OCCO,1,20.0
CCCOC(O)CCCO,1,20.0
CC(CO)OCCCCO,1,20.0
CCC(C)OCCCCO,1,20.0
CC(O)COCCCCO,1,20.0
COCCOCCCCO,1,20.0
OCCCCOCCCO,1,20.0
CCCCOCCCCO,1,20.0
CCOC(O)C(O)C(C)O,1,20.0
CC(C)OCC(O)C(C)O,1,20.0
CC(O)C(O)COCCO,1,20.0
CCCOCC(O)C(C)O,1,20.0
CC(O)CC(O)OC(C)C,1,20.0
CC(O)CC(O)OCCO,1,20.0
CCCOC(O)CC(C)O,1,20.0
CC(O)CCOC(C)CO,1,20.0
CCC(C)OCCC(C)O,1,20.0
CC(O)CCOCC(C)O,1,20.0
COCCOCCC(C)O,1,20.0
CC(O)CCOCCCO,1,20.0
CCCCOCCC(C)O,1,20.0
CCC(O)C(O)OC(C)C,1,20.0
CCC(O)C(O)OCCO,1,20.0
CCCOC(O)C(O)CC,1,20.0
CCC(O)COC(C)CO,1,20.0
CCC(O)COC(C)CC,1,20.0
CCC(O)COCC(C)O,1,20.0
CCC(O)COCCOC,1,20.0
CCC(O)COCCCO,1,20.0
CCCCOCC(O)CC,1,20.0
CCCC(O)OC(C)CO,1,20.0
CCCC(O)OC(C)CC,1,20.0
CCCC(O)OCC(C)O,1,20.0
CCCC(O)OCCOC,1,20.0
CCCC(O)OCCCO,1,20.0
CCCCOC(O)CCC,1,20.0
CCCCOC(C)C(C)O,1,20.0
CCCCOC(C)COC,1,20.0
CCCCOC(CC)CO,1,20.0
CCCCOC(CO)CO,1,20.0
CCCCOC(CC)CC,1,20.0
CCCCOC(C)CCO,1,20.0
CCCCOC(C)CCC,1,20.0
CCCCOCC(C)OC,1,20.0
CCCCOCC(O)CO,1,20.0
CCCCOCCOCC,1,20.0
CCCCOCCOCO,1,20.0
CC(C)OC(O)C(O)CO,1,20.0
CCCOC(O)C(O)CO,1,20.0
CC(CO)OCC(O)CO,1,20.0
CCC(C)OCC(O)CO,1,20.0
CC(O)COCC(O)CO,1,20.0
COCCOCC(O)CO,1,20.0
OCCCOCC(O)CO,1,20.0
CC(CO)OC(O)CCO,1,20.0
CCC(C)OC(O)CCO,1,20.0
CC(O)COC(O)CCO,1,20.0
COCCOC(O)CCO,1,20.0
OCCCOC(O)CCO,1,20.0
CCCCOC(O)CCO,1,20.0
CC(O)C(C)OCCCO,1,20.0
COCC(C)OCCCO,1,20.0
CCC(CO)OCCCO,1,20.0
OCCCOC(CO)CO,1,20.0
CCC(CC)OCCCO,1,20.0
CC(CCO)OCCCO,1,20.0
CCCC(C)OCCCO,1,20.0
COC(C)COCCCO,1,20.0
CCOCCOCCCO,1,20.0
OCCCOCCOCO,1,20.0
CC(CO)OC(O)C(C)O,1,20.0
CCC(C)OC(O)C(C)O,1,20.0
CC(O)COC(O)C(C)O,1,20.0
COCCOC(O)C(C)O,1,20.0
CC(O)C(O)OCCCO,1,20.0
CCCCOC(O)C(C)O,1,20.0
CC(O)COC(C)C(C)O,1,20.0
COCC(C)OCC(C)O,1,20.0
CCC(CO)OCC(C)O,1,20.0
CC(O)COC(CO)CO,1,20.0
CCC(CC)OCC(C)O,1,20.0
CC(O)COC(C)CCO,1,20.0
CCCC(C)OCC(C)O,1,20.0
COC(C)COCC(C)O,1,20.0
CCOCCOCC(C)O,1,20.0
CC(O)COCCOCO,1,20.0
CCC(O)OC(C)C(C)O,1,20.0
CCC(O)OC(C)COC,1,20.0
CCC(O)OC(CC)CO,1,20.0
CCC(O)OC(CO)CO,1,20.0
CCC(O)OC(CC)CC,1,20.0
CCC(O)OC(C)CCO,1,20.0
CCCC(C)OC(O)CC,1,20.0
CCC(O)OCC(C)OC,1,20.0
CCC(O)OCC(O)CO,1,20.0
CCOCCOC(O)CC,1,20.0
CCC(O)OCCOCO,1,20.0
CCC(O)OCCCCO,1,20.0
CCC(O)OCCC(C)O,1,20.0
CCC(O)COC(O)CC,1,20.0
CCCOC(C)C(C)OC,1,20.0
CCCOC(CC)C(C)O,1,20.0
CCCOC(CO)C(C)O,1,20.0
CCCOC(C)C(O)CO,1,20.0
CCCOC1CCCOC1,1,20.0
CCCOC(C)COCO,1,20.0
CCCOC(CO)COC,1,20.0
CCCOC(CO)CCO,1,20.0
CCCOC(CC)CCC,1,20.0
CCCOC(CC)CCO,1,20.0
CCCOC(C)CCCO,1,20.0
CCCOC(C)CC(C)O,1,20.0
CCCOC(C)C(O)CC,1,20.0
CCCOCC(C)OCC,1,20.0
CCCOCC(C)OCO,1,20.0
CCCOCC(CO)OC,1,20.0
CCCOCCOC(C)O,1,20.0
CCCOCCOCCO,1,20.0
CCCOCCCC(O)O,1,20.0
CC(O)C(C)OC(O)CO,1,20.0
COCC(C)OC(O)CO,1,20.0
CCC(CO)OC(O)CO,1,20.0
CCC(CC)OC(O)CO,1,20.0
CC(CCO)OC(O)CO,1,20.0
CCCC(C)OC(O)CO,1,20.0
COC(C)COC(O)CO,1,20.0
OCC(O)COC(O)CO,1,20.0
CCOCCOC(O)CO,1,20.0
OCOCCOC(O)CO,1,20.0
OCCCCOC(O)CO,1,20.0
CC(O)CCOC(O)CO,1,20.0
CCC(O)COC(O)CO,1,20.0
COC(C)C(C)OCCO,1,20.0
CCC(OCCO)C(C)O,1,20.0
CC(O)C(CO)OCCO,1,20.0
CC(OCCO)C(O)CO,1,20.0
OCCOC1CCCOC1,1,20.0
CC(COCO)OCCO,1,20.0
COCC(CO)OCCO,1,20.0
OCCOC(CO)CCO,1,20.0
CCCC(CC)OCCO,1,20.0
CCC(CCO)OCCO,1,20.0
CC(CCCO)OCCO,1,20.0
CC(O)CC(C)OCCO,1,20.0
CCC(O)C(C)OCCO,1,20.0
CCOC(C)COCCO,1,20.0
CC(COCCO)OCO,1,20.0
COC(CO)COCCO,1,20.0
CC(O)OCCOCCO,1,20.0
OCCOCCOCCO,1,20.0
OCCOCCCC(O)O,1,20.0
COC(C)C(C)OC(C)O,1,20.0
CCC(OC(C)O)C(C)O,1,20.0
CC(O)OC(CO)C(C)O,1,20.0
CC(O)OC(C)C(O)CO,1,20.0
CC(O)OC1CCCOC1,1,20.0
CC(O)OC(C)COCO,1,20.0
COCC(CO)OC(C)O,1,20.0
CC(O)OC(CO)CCO,1,20.0
CCCC(CC)OC(C)O,1,20.0
CCC(CCO)OC(C)O,1,20.0
CC(O)OC(C)CCCO,1,20.0
CC(O)CC(C)OC(C)O,1,20.0
CCC(O)C(C)OC(C)O,1,20.0
CCOC(C)COC(C)O,1,20.0
CC(O)OCC(C)OCO,1,20.0
COC(CO)COC(C)O,1,20.0
CC(O)OCCOC(C)O,1,20.0
CC(O)OCCCC(O)O,1,20.0
CC(O)OCCC(O)CO,1,20.0
CC(O)OCC(O)CCO,1,20.0
CC(O)OCC(O)C(C)O,1,20.0
CCOC1CCCOC1C,1,20.0
CCOC(C)C(C)OCO,1,20.0
CCOC(CO)C(C)OC,1,20.0
CCOC(C)C(CO)OC,1,20.0
CCOC(CCO)C(C)O,1,20.0
CCOC(C(C)O)C(C)O,1,20.0
CCOC(CC)C(O)CO,1,20.0
CCOC(CO)C(O)CO,1,20.0
CCOC1CCC(O)OC1,1,20.0
CCOC1COCC(O)C1,1,20.0
CCOC1COCCC1O,1,20.0
CCOC(CO)COCO,1,20.0
CCOC(CC)CCCO,1,20.0
CCOC(CC)CC(C)O,1,20.0
CCOC(CC)C(O)CC,1,20.0
CCCC(CCO)OCC,1,20.0
CCOC(CCO)CCO,1,20.0
CCOC(C)CC(O)CO,1,20.0
CCOC(C)C(O)CCO,1,20.0
CCOC(C)C(O)C(C)O,1,20.0
CCOCC(C)OC(C)O,1,20.0
CCOCC(C)OCCO,1,20.0
CCOCC(CO)OCC,1,20.0
CCOCC(CO)OCO,1,20.0
CCOCCC(O)C(O)O,1,20.0
CCOCC(O)CC(O)O,1,20.0
CC1OCCCC1OCO,1,20.0
CC(OCO)C(C)OCO,1,20.0
COC(C)C(CO)OCO,1,20.0
COC(CO)C(C)OCO,1,20.0
CC(O)C(CCO)OCO,1,20.0
CC(O)C(OCO)C(C)O,1,20.0
CCC(OCO)C(O)CO,1,20.0
OCOC1CCC(O)OC1,1,20.0
OCOC1COCC(O)C1,1,20.0
OCOC1COCCC1O,1,20.0
OCOCC(CO)OCO,1,20.0
CCC(CCCO)OCO,1,20.0
CCC(CC(C)O)OCO,1,20.0
CCC(O)C(CC)OCO,1,20.0
CCCC(CCO)OCO,1,20.0
OCCC(CCO)OCO,1,20.0
CC(CC(O)CO)OCO,1,20.0
CC(OCO)C(O)CCO,1,20.0
CC(O)C(O)C(C)OCO,1,20.0
OCOCCC(O)C(O)O,1,20.0
OCOCC(O)CC(O)O,1,20.0
OCOCC(O)C(O)CO,1,20.0
COC1CCC(O)OC1C,1,20.0
COC1CC(O)COC1C,1,20.0
COC1C(O)CCOC1C,1,20.0
COC1CCCOC1CO,1,20.0
COC(CO)C(CO)OC,1,20.0
COC(C(C)O)C(O)CO,1,20.0
COC(CCO)C(O)CO,1,20.0
COC1COC(O)C(O)C1,1,20.0
COC1COC(O)CC1O,1,20.0
COC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC,1,20.0
CCC(OC)C(O)CCO,1,20.0
COC(CCO)CCCO,1,20.0
CCC(OC)C(O)C(C)O,1,20.0
COC(CCO)CC(C)O,1,20.0
CCC(O)C(CCO)OC,1,20.0
COC(C)C(O)C(O)CO,1,20.0
COCC(O)C(O)C(O)O,1,20.0
OCC1OCC(O)C(O)C1O,1,20.0
OCC1OC(O)CC(O)C1O,1,20.0
OCC1OC(O)C(O)CC1O,1,20.0
COC1CCC(O)C(CO)O1,1,20.0
COCOC(CO)C(O)CO,1,20.0
CCOCOC(CO)C(C)O,1,20.0
OCC1CC(O)C(O)C(O)O1,1,20.0
COC1CC(O)CC(CO)O1,1,20.0
COC1OC(CO)CCC1O,1,20.0
CCOC1CCCC(CO)O1,1,20.0
CCOCOC(CO)CCO,1,20.0
CCC(CO)OCOC(C)C,1,20.0
CCC(CO)OCOCCO,1,20.0
CCCOCOC(CC)CO,1,20.0
COC(CO)OC(CO)CO,1,20.0
CCOC(C)OC(CO)CO,1,20.0
CC(C)OCOC(CO)CO,1,20.0
OCCOCOC(CO)CO,1,20.0
CCCOCOC(CO)CO,1,20.0
CCOC(CO)OC(C)CO,1,20.0
CC(C)OC(C)OC(C)CO,1,20.0
CC(CO)OC(C)OCCO,1,20.0
CCCOC(C)OC(C)CO,1,20.0
CC(CO)OCOC(C)CO,1,20.0
CCC(C)OCOC(C)CO,1,20.0
CC(O)COCOC(C)CO,1,20.0
COCCOCOC(C)CO,1,20.0
CC(CO)OCOCCCO,1,20.0
CCCCOCOC(C)CO,1,20.0
OCCC(O)C(O)C(O)CO,1,20.0
COCCC(O)C(O)CCO,1,20.0
COCC(O)CC(O)CCO,1,20.0
CCOCCCC(O)CCO,1,20.0
COCC(O)C(O)CCCO,1,20.0
CCOCCC(O)CCCO,1,20.0
CCOCC(O)CCCCO,1,20.0
CC(C)OCCCCCCO,1,20.0
OCCCCCCOCCO,1,20.0
CCCOCCCCCCO,1,20.0
COC(OCCO)C(O)CO,1,20.0
CCOC(CCO)OCCO,1,20.0
CCOC(OCCO)C(C)O,1,20.0
CCC(OCCO)OC(C)C,1,20.0
CCC(OCCO)OCCO,1,20.0
CCCOC(CC)OCCO,1,20.0
CC(C)OC(CO)OCCO,1,20.0
OCCOC(CO)OCCO,1,20.0
CCCOC(CO)OCCO,1,20.0
CCC(C)OC(C)OCCO,1,20.0
CC(O)COC(C)OCCO,1,20.0
COCCOC(C)OCCO,1,20.0
CC(OCCO)OCCCO,1,20.0
CCCCOC(C)OCCO,1,20.0
CC(O)C(C)OCOCCO,1,20.0
COCC(C)OCOCCO,1,20.0
CCC(CC)OCOCCO,1,20.0
CC(CCO)OCOCCO,1,20.0
CCCC(C)OCOCCO,1,20.0
COC(C)COCOCCO,1,20.0
OCCOCOCC(O)CO,1,20.0
CCOCCOCOCCO,1,20.0
OCCOCOCCOCO,1,20.0
OCCCCOCOCCO,1,20.0
CC(O)CCOCOCCO,1,20.0
CCC(O)COCOCCO,1,20.0
CC1OC(O)C(O)C(O)C1O,1,20.0
COC1CC(O)C(O)C(C)O1,1,20.0
COC1OC(C)C(O)CC1O,1,20.0
CCOC1CCC(O)C(C)O1,1,20.0
CCOCOC(C)C(O)CO,1,20.0
CC(C)OCOC(C)C(C)O,1,20.0
CCCOCOC(C)C(C)O,1,20.0
COC1OC(C)CC(O)C1O,1,20.0
CCOC1CC(O)CC(C)O1,1,20.0
CCOC1OC(C)CCC1O,1,20.0
CC(C)OC1CCCC(C)O1,1,20.0
CC1CCCC(OCCO)O1,1,20.0
CCCOC1CCCC(C)O1,1,20.0
CC(C)OCOC(C)CCO,1,20.0
CCCOCOC(C)CCO,1,20.0
CCC(C)OCOC(C)CC,1,20.0
CCC(C)OCOCC(C)O,1,20.0
CCC(C)OCOCCOC,1,20.0
CCC(C)OCOCCCO,1,20.0
CCCCOCOC(C)CC,1,20.0
CC(C)OC(CO)OC(C)C,1,20.0
CCCOC(CO)OC(C)C,1,20.0
CCC(C)OC(C)OC(C)C,1,20.0
CC(O)COC(C)OC(C)C,1,20.0
COCCOC(C)OC(C)C,1,20.0
CC(C)OC(C)OCCCO,1,20.0
CCCCOC(C)OC(C)C,1,20.0
COCC(C)OCOC(C)C,1,20.0
CCC(CC)OCOC(C)C,1,20.0
CCCC(C)OCOC(C)C,1,20.0
COC(C)COCOC(C)C,1,20.0
CC(C)OCOCC(O)CO,1,20.0
CCOCCOCOC(C)C,1,20.0
CC(C)OCOCCOCO,1,20.0
CC(C)OCOCCCCO,1,20.0
CC(O)CCOCOC(C)C,1,20.0
CCC(O)COCOC(C)C,1,20.0
CCC(O)C(O)C(O)COC,1,20.0
CCOCCC(O)C(O)CC,1,20.0
CCOCC(O)CC(O)CC,1,20.0
CCC(O)CCCOC(C)C,1,20.0
CCC(O)CCCOCCO,1,20.0
CCCOCCCC(O)CC,1,20.0
CCCC(O)C(O)COCC,1,20.0
CCCC(O)CCOC(C)C,1,20.0
CCCC(O)CCOCCO,1,20.0
CCCOCCC(O)CCC,1,20.0
CCCCC(O)COC(C)C,1,20.0
CCCCC(O)COCCO,1,20.0
CCCCC(O)COCCC,1,20.0
CCCCCCOC(C)CO,1,20.0
CCCCCCOC(C)CC,1,20.0
CCCCCCOCC(C)O,1,20.0
CCCCCCOCCOC,1,20.0
CCCCCCOCCCO,1,20.0
CCCCCCOCCCC,1,20.0
CCOC(OCC)C(O)CO,1,20.0
CCOC(CCO)OC(C)C,1,20.0
CCCOC(CCO)OCC,1,20.0
CCOC(OC(C)C)C(C)O,1,20.0
CCCOC(OCC)C(C)O,1,20.0
CCOC(CC)OC(C)CO,1,20.0
CCOC(CC)OC(C)CC,1,20.0
CCOC(CC)OCC(C)O,1,20.0
CCOC(CC)OCCOC,1,20.0
CCOC(CC)OCCCO,1,20.0
CCCCOC(CC)OCC,1,20.0
CCOC(CO)OC(C)CC,1,20.0
CCOC(CO)OCC(C)O,1,20.0
CCOC(CO)OCCOC,1,20.0
CCOC(CO)OCCCO,1,20.0
CCCCOC(CO)OCC,1,20.0
CCOC(C)OC(C)C(C)O,1,20.0
CCOC(C)OC(C)COC,1,20.0
CCOC(C)OC(CC)CO,1,20.0
CCOC(C)OC(CC)CC,1,20.0
CCOC(C)OC(C)CCO,1,20.0
CCCC(C)OC(C)OCC,1,20.0
CCOC(C)OCC(C)OC,1,20.0
CCOC(C)OCC(O)CO,1,20.0
CCOCCOC(C)OCC,1,20.0
CCOC(C)OCCOCO,1,20.0
CCOC(C)OCCCCO,1,20.0
CCOC(C)OCCC(C)O,1,20.0
CCOC(C)OCC(O)CC,1,20.0
CCOCOC(C)C(C)OC,1,20.0
CCOCOC(CC)C(C)O,1,20.0
CCOCOC1CCCOC1,1,20.0
CCOCOC(C)COCO,1,20.0
CCOCOC(CO)COC,1,20.0
CCCC(CC)OCOCC,1,20.0
CCOCOC(CC)CCO,1,20.0
CCOCOC(C)CCCO,1,20.0
CCOCOC(C)CC(C)O,1,20.0
CCOCOC(C)C(O)CC,1,20.0
CCOCOCC(C)OCC,1,20.0
CCOCOCC(C)OCO,1,20.0
CCOCOCC(CO)OC,1,20.0
CCOCOCCOC(C)O,1,20.0
CCOCOCCOCCO,1,20.0
CCOCOCCCC(O)O,1,20.0
CCOCOCCC(O)CO,1,20.0
CCOCOCC(O)CCO,1,20.0
CCOCOCC(O)C(C)O,1,20.0
COC1OCC(O)C(O)C1O,1,20.0
CCOC1CC(O)C(O)CO1,1,20.0
CCOC1OCC(O)CC1O,1,20.0
CC(C)OC1CCC(O)CO1,1,20.0
OCCOC1CCC(O)CO1,1,20.0
CCCOC1CCC(O)CO1,1,20.0
CCCOCOCC(O)CO,1,20.0
CC(O)COCOCC(C)O,1,20.0
COCCOCOCC(C)O,1,20.0
CC(O)COCOCCCO,1,20.0
CCCCOCOCC(C)O,1,20.0
CCOC1OCCC(O)C1O,1,20.0
CC(C)OC1CC(O)CCO1,1,20.0
OCCOC1CC(O)CCO1,1,20.0
CCCOC1CC(O)CCO1,1,20.0
CC(C)OC1OCCCC1O,1,20.0
OCCOC1OCCCC1O,1,20.0
CCCOC1OCCCC1O,1,20.0
CC(CO)OC1CCCCO1,1,20.0
CCC(C)OC1CCCCO1,1,20.0
CC(O)COC1CCCCO1,1,20.0
COCCOC1CCCCO1,1,20.0
OCCCOC1CCCCO1,1,20.0
CCCCOC1CCCCO1,1,20.0
COCCOCOCCCO,1,20.0
OCCCOCOCCCO,1,20.0
CCCCOCOCCCO,1,20.0
CCCOCOC(C)COC,1,20.0
CCCOCOC(CC)CC,1,20.0
CCCOCOC(C)CCC,1,20.0
CCCOCOCC(C)OC,1,20.0
CCCOCOCCOCC,1,20.0
CCCOCOCCOCO,1,20.0
CCCOCOCCCCO,1,20.0
CCCOCOCCC(C)O,1,20.0
CCCOCOCC(O)CC,1,20.0
CCOCC(O)C(O)C(C)O,1,20.0
CC(C)OCCC(O)C(C)O,1,20.0
CC(O)C(O)CCOCCO,1,20.0
CCCOCCC(O)C(C)O,1,20.0
CC(O)CC(O)COC(C)C,1,20.0
CC(O)CC(O)COCCO,1,20.0
CCCOCC(O)CC(C)O,1,20.0
CC(O)CCCOC(C)CO,1,20.0
CCC(C)OCCCC(C)O,1,20.0
CC(O)CCCOCC(C)O,1,20.0
COCCOCCCC(C)O,1,20.0
CC(O)CCCOCCCO,1,20.0
CCCCOCCCC(C)O,1,20.0
CCC(O)C(O)COC(C)C,1,20.0
CCC(O)C(O)COCCO,1,20.0
CCCOCC(O)C(O)CC,1,20.0
CCC(O)CCOC(C)CO,1,20.0
CCC(O)CCOC(C)CC,1,20.0
CCC(O)CCOCC(C)O,1,20.0
CCC(O)CCOCCOC,1,20.0
CCC(O)CCOCCCO,1,20.0
CCCCOCCC(O)CC,1,20.0
CCCC(O)COC(C)CO,1,20.0
CCCC(O)COC(C)CC,1,20.0
CCCC(O)COCC(C)O,1,20.0
CCCC(O)COCCOC,1,20.0
CCCC(O)COCCCO,1,20.0
CCCCOCC(O)CCC,1,20.0
CCCCCOC(C)C(C)O,1,20.0
CCCCCOC(C)COC,1,20.0
CCCCCOC(CC)CO,1,20.0
CCCCCOC(CO)CO,1,20.0
CCCCCOC(CC)CC,1,20.0
CCCCCOC(C)CCO,1,20.0
CCCCCOC(C)CCC,1,20.0
CCCCCOCC(C)OC,1,20.0
CCCCCOCC(O)CO,1,20.0
CCCCCOCCOCC,1,20.0
CCCCCOCCOCO,1,20.0
CCCCCOCCCCO,1,20.0
CCCCCOCCC(C)O,1,20.0
CCCCCOCC(O)CC,1,20.0
COC(OC(C)C)C(O)CO,1,20.0
CCCOC(OC)C(O)CO,1,20.0
COC(CCO)OC(C)CO,1,20.0
CCC(C)OC(CCO)OC,1,20.0
COC(CCO)OCC(C)O,1,20.0
COCCOC(CCO)OC,1,20.0
COC(CCO)OCCCO,1,20.0
CCCCOC(CCO)OC,1,20.0
COC(OC(C)CO)C(C)O,1,20.0
CCC(C)OC(OC)C(C)O,1,20.0
COC(OCC(C)O)C(C)O,1,20.0
COCCOC(OC)C(C)O,1,20.0
COC(OCCCO)C(C)O,1,20.0
CCCCOC(OC)C(C)O,1,20.0
CCC(OC)OC(C)C(C)O,1,20.0
CCC(OC)OC(C)COC,1,20.0
CCC(CO)OC(CC)OC,1,20.0
CCC(OC)OC(CO)CO,1,20.0
CCC(CC)OC(CC)OC,1,20.0
CCC(OC)OC(C)CCO,1,20.0
CCCC(C)OC(CC)OC,1,20.0
CCC(OC)OCC(C)OC,1,20.0
CCC(OC)OCC(O)CO,1,20.0
CCOCCOC(CC)OC,1,20.0
CCC(OC)OCCOCO,1,20.0
CCC(OC)OCCCCO,1,20.0
CCC(OC)OCCC(C)O,1,20.0
CCC(O)COC(CC)OC,1,20.0
COC(CO)OC(C)C(C)O,1,20.0
COCC(C)OC(CO)OC,1,20.0
CCC(CO)OC(CO)OC,1,20.0
CCC(CC)OC(CO)OC,1,20.0
COC(CO)OC(C)CCO,1,20.0
CCCC(C)OC(CO)OC,1,20.0
COC(C)COC(CO)OC,1,20.0
COC(CO)OCC(O)CO,1,20.0
CCOCCOC(CO)OC,1,20.0
COC(CO)OCCOCO,1,20.0
COC(CO)OCCCCO,1,20.0
COC(CO)OCCC(C)O,1,20.0
CCC(O)COC(CO)OC,1,20.0
COC(C)OC(C)C(C)OC,1,20.0
CCC(OC(C)OC)C(C)O,1,20.0
COC(C)OC(CO)C(C)O,1,20.0
COC(C)OC(C)C(O)CO,1,20.0
COC(C)OC1CCCOC1,1,20.0
COC(C)OC(C)COCO,1,20.0
COCC(CO)OC(C)OC,1,20.0
COC(C)OC(CO)CCO,1,20.0
CCCC(CC)OC(C)OC,1,20.0
CCC(CCO)OC(C)OC,1,20.0
COC(C)OC(C)CCCO,1,20.0
COC(C)OC(C)CC(C)O,1,20.0
CCC(O)C(C)OC(C)OC,1,20.0
CCOC(C)COC(C)OC,1,20.0
COC(C)OCC(C)OCO,1,20.0
COC(CO)COC(C)OC,1,20.0
COC(C)OCCOC(C)O,1,20.0
COC(C)OCCOCCO,1,20.0
COC(C)OCCCC(O)O,1,20.0
COC(C)OCCC(O)CO,1,20.0
COC(C)OCC(O)CCO,1,20.0
COC(C)OCC(O)C(C)O,1,20.0
COCOC1CCCOC1C,1,20.0
COCOC(C)C(C)OCO,1,20.0
COCOC(CO)C(C)OC,1,20.0
COCOC(C)C(CO)OC,1,20.0
COCOC(CCO)C(C)O,1,20.0
COCOC(C(C)O)C(C)O,1,20.0
CCC(OCOC)C(O)CO,1,20.0
COCOC1CCC(O)OC1,1,20.0
COCOC1COCC(O)C1,1,20.0
COCOC1COCCC1O,1,20.0
COCOC(CO)COCO,1,20.0
CCC(CCCO)OCOC,1,20.0
CCC(CC(C)O)OCOC,1,20.0
CCC(O)C(CC)OCOC,1,20.0
CCCC(CCO)OCOC,1,20.0
COCOC(CCO)CCO,1,20.0
COCOC(C)CC(O)CO,1,20.0
COCOC(C)C(O)CCO,1,20.0
COCOC(C)C(O)C(C)O,1,20.0
COCOCC(C)OC(C)O,1,20.0
